chromosome	start	end	copy_number	minor_cn	major_cn	ccf	baf	logr	
1	17500	102088669	2	1	1	1	0.499999999999	0.0	
1	102088670	128899999	3	1	2	1	0.658703071675	0.584962500721	
1	128900000	248366135	3	1	2	1	0.823343714009	0.244887059124	
1	128900000	248366135	2	0	2	0.63	0.823343714009	0.244887059124	
2	17500	183894810	2	1	1	1	0.499999999999	0.0	
2	183894811	184025062	2	1	1	1	0.499999999999	0.0	
2	184025063	243199372	2	1	1	1	0.499999999999	0.0	
3	62226	29932156	1	0	1	1	0.934579439252	-1.0	
3	29932157	30157841	0	0	0	1	0.5	-inf	
3	30157842	93899999	2	1	1	1	0.603901201762	-0.295128035544	
3	30157842	93899999	1	0	1	0.37	0.603901201762	-0.295128035544	
3	93900000	110557157	3	1	2	1	0.658703071675	0.584962500721	
3	110557158	160696578	2	1	1	1	0.499999999999	0.0	
3	160696579	161627819	59	1	58	1	0.981821487003	4.88264304936	
3	161627820	164335744	47	1	46	1	0.977194982897	4.55458885168	
3	164335745	164597183	33	1	32	1	0.967564060981	4.04439411936	
3	164597184	164798753	6	1	5	1	0.825174825174	1.58496250072	
3	164798754	164955882	35	1	34	1	0.969409605385	4.12928301694	
3	164955883	165097081	49	1	48	1	0.978122949027	4.61470984412	
3	165097082	165228188	43	1	42	1	0.975080986794	4.4262647547	
3	165228189	165550035	49	1	48	1	0.978122949027	4.61470984412	
3	165550036	165716051	57	1	56	1	0.981185324554	4.83289001416	
3	165716052	165782556	43	1	42	1	0.975080986794	4.4262647547	
3	165782557	177861111	59	1	58	1	0.981821487003	4.88264304936	
3	177861112	198022429	43	1	42	1	0.975080986794	4.4262647547	
4	1	134044430	1	0	1	1	0.934579439252	-1.0	
4	134044431	134146701	1	0	1	1	0.934579439252	-1.0	
4	134146702	191154275	1	0	1	1	0.934579439252	-1.0	
5	17500	180915259	2	1	1	1	0.499999999999	0.0	
6	1	6124848	3	0	3	1	0.976109215017	0.584962500721	
6	6124849	6138139	4	0	4	1	0.981865284974	1.0	
6	6138140	44226432	3	0	3	1	0.976109215017	0.584962500721	
6	44226433	54223825	3	1	2	1	0.658703071675	0.584962500721	
6	54223826	67264010	2	1	1	1	0.499999999999	0.0	
6	67264011	67283305	2	1	1	1	0.573397039379	0.244887059124	
6	67264011	67283305	3	1	2	0.37	0.573397039379	0.244887059124	
6	67283306	162642851	2	1	1	1	0.499999999999	0.0	
6	162642852	166826811	2	1	1	1	0.499999999999	0.0	
6	166826812	170915307	2	1	1	1	0.499999999999	0.0	
7	42500	153442912	2	1	1	1	0.499999999999	0.0	
7	153442913	153862086	2	1	1	1	0.499999999999	0.0	
7	153862087	159138662	2	1	1	1	0.499999999999	0.0	
8	169657	49691506	2	1	1	1	0.499999999999	0.0	
8	49691507	49716073	2	1	1	1	0.603901201762	-0.295128035544	
8	49691507	49716073	1	0	1	0.37	0.603901201762	-0.295128035544	
8	49716074	59609008	2	1	1	1	0.499999999999	0.0	
8	59609009	128149414	3	1	2	1	0.658703071675	0.584962500721	
8	128149415	128418900	3	1	2	1	0.658703071675	0.584962500721	
8	128418901	146364021	2	1	1	1	0.613287443443	0.395062799518	
8	128418901	146364021	3	1	2	0.63	0.613287443443	0.395062799518	
9	10001	34702762	4	1	3	1	0.740932642486	1.0	
9	34702763	135794858	2	1	1	1	0.499999999999	0.0	
9	135794859	136039467	2	1	1	1	0.499999999999	0.0	
9	136039468	141213430	2	1	1	1	0.499999999999	0.0	
10	95074	135534746	2	1	1	1	0.499999999999	0.0	
11	198986	66091465	2	1	1	1	0.499999999999	0.0	
11	66091466	66827105	3	1	2	1	0.658703071675	0.584962500721	
11	66827106	91658614	1	0	1	1	0.934579439252	-1.0	
11	91658615	91678190	1	0	1	1	0.934579439252	-1.0	
11	91678191	135006515	1	0	1	1	0.934579439252	-1.0	
12	67500	30901430	3	1	2	1	0.658703071675	0.584962500721	
12	30901431	133851894	2	1	1	1	0.499999999999	0.0	
13	16300000	115169877	2	1	1	1	0.70716356693	-0.545824106814	
13	16300000	115169877	1	0	1	0.63	0.70716356693	-0.545824106814	
14	19100000	20563663	2	1	1	1	0.499999999999	0.0	
14	20563664	107349539	2	1	1	1	0.499999999999	0.0	
15	15800000	102531391	2	1	1	1	0.499999999999	0.0	
16	105325	46437499	2	1	1	1	0.499999999999	0.0	
16	46437500	63769017	1	0	1	1	0.934579439252	-1.0	
16	63769018	90354752	3	1	2	1	0.823343714009	0.244887059124	
16	63769018	90354752	2	0	2	0.63	0.823343714009	0.244887059124	
17	6115	81195209	2	1	1	1	0.499999999999	0.0	
18	12500	29145057	2	1	1	1	0.499999999999	0.0	
18	29145058	67826968	1	0	1	1	0.950498550315	-0.545824106814	
18	29145058	67826968	2	0	2	0.37	0.950498550315	-0.545824106814	
18	67826969	78077247	3	0	3	1	0.976109215017	0.584962500721	
19	97500	59128982	3	1	2	1	0.658703071675	0.584962500721	
20	82012	63025519	2	1	1	1	0.499999999999	0.0	
21	9412500	14299999	2	1	1	1	0.499999999999	0.0	
21	14300000	48129894	2	1	1	1	0.499999999999	0.0	
22	12200000	50953584	2	1	1	1	0.499999999999	0.0	
