chromosome	start	end	copy_number	minor_cn	major_cn	ccf	baf	logr	
1	17500	249250620	2	1	1	1	0.500000000002	0.0	
2	9997	242942500	2	1	1	1	0.500000000002	0.0	
3	62500	20319588	1	0	1	1	0.793650793654	-1.0	
3	20319589	21654065	0	0	0	1	0.5	-inf	
3	21654066	26364297	1	0	1	1	0.793650793654	-1.0	
3	26364298	31732468	0	0	0	1	0.5	-inf	
3	31732469	69443919	1	0	1	1	0.793650793654	-1.0	
3	69443920	69892696	0	0	0	1	0.5	-inf	
3	69892697	174865927	1	0	1	1	0.793650793654	-1.0	
3	174865928	175416918	0	0	0	1	0.5	-inf	
3	175416919	191163298	1	0	1	1	0.793650793654	-1.0	
3	191163299	191369829	1	0	1	1	0.793650793654	-1.0	
3	191369830	198022429	1	0	1	1	0.793650793654	-1.0	
4	11870	191154275	2	1	1	1	0.500000000002	0.0	
5	17500	180712500	2	1	1	1	0.500000000002	0.0	
6	205933	381543	2	1	1	1	0.557326250552	0.23266075679	
6	205933	381543	3	1	2	0.35	0.557326250552	0.23266075679	
6	381544	170921585	1	0	1	1	0.793650793654	-1.0	
7	42500	89045624	2	1	1	1	0.500000000002	0.0	
7	89045625	90172434	1	0	1	1	0.793650793654	-1.0	
7	90172435	107390190	2	1	1	1	0.500000000002	0.0	
7	107390191	108913729	2	1	1	1	0.678150006783	-0.632628934351	
7	107390191	108913729	1	0	1	0.71	0.678150006783	-0.632628934351	
7	108913730	109613778	2	1	1	1	0.500000000002	0.0	
7	109613779	113798602	1	0	1	1	0.793650793654	-1.0	
7	113798603	114376762	2	1	1	1	0.500000000002	0.0	
7	114376763	127124157	2	1	1	1	0.678150006783	-0.632628934351	
7	114376763	127124157	1	0	1	0.71	0.678150006783	-0.632628934351	
7	127124158	145759334	2	1	1	1	0.500000000002	0.0	
7	145759335	146440445	1	0	1	1	0.793650793654	-1.0	
7	146440446	146704658	2	1	1	1	0.500000000002	0.0	
7	146704659	147399312	2	1	1	1	0.500000000002	0.0	
7	147399313	159138662	2	1	1	1	0.500000000002	0.0	
8	159436	146364021	2	1	1	1	0.500000000002	0.0	
9	10001	203936	2	1	1	1	0.500000000002	0.0	
9	203937	141213430	1	0	1	1	0.793650793654	-1.0	
10	97500	42409673	1	0	1	1	0.793650793654	-1.0	
10	42409674	135372500	1	0	1	1	0.793650793654	-1.0	
11	182500	31548727	1	0	1	1	0.793650793654	-1.0	
11	31548728	135006515	2	1	1	1	0.500000000002	0.0	
12	67500	41248949	1	0	1	1	0.793650793654	-1.0	
12	41248950	133851894	2	1	1	1	0.574382538772	-0.277533975529	
12	41248950	133851894	1	0	1	0.35	0.574382538772	-0.277533975529	
13	16300000	68878226	2	1	1	1	0.500000000002	0.0	
13	68878227	69058981	2	1	1	1	0.500000000002	0.0	
13	69058982	115169877	2	1	1	1	0.500000000002	0.0	
15	15800000	29104626	2	1	1	1	0.500000000002	0.0	
15	29104627	29440185	2	1	1	1	0.500000000002	0.0	
15	29440186	102531391	2	1	1	1	0.500000000002	0.0	
16	83802	89998794	2	1	1	1	0.500000000002	0.0	
17	7	11097090	1	0	1	1	0.793650793654	-1.0	
17	11097091	12862484	0	0	0	1	0.5	-inf	
17	12862485	15211381	1	0	1	1	0.793650793654	-1.0	
17	15211382	50164471	1	0	1	1	0.793650793654	-1.0	
17	50164472	81195209	2	1	1	1	0.678150006783	-0.632628934351	
17	50164472	81195209	1	0	1	0.71	0.678150006783	-0.632628934351	
18	25504	18999999	1	0	1	1	0.793650793654	-1.0	
18	19000000	20200922	2	1	1	1	0.500000000002	0.0	
18	20200923	38697499	1	0	1	1	0.793650793654	-1.0	
18	38697500	38872499	1	0	1	1	0.793650793654	-1.0	
18	38872500	78077247	1	0	1	1	0.793650793654	-1.0	
19	97500	59128982	2	1	1	1	0.500000000002	0.0	
20	62500	61035497	2	1	1	1	0.500000000002	0.0	
20	61035498	61322804	2	1	1	1	0.500000000002	0.0	
20	61322805	63025519	2	1	1	1	0.500000000002	0.0	
21	9412500	48129894	2	1	1	1	0.574382538772	-0.277533975529	
21	9412500	48129894	1	0	1	0.35	0.574382538772	-0.277533975529	
22	12200000	51304565	1	0	1	1	0.793650793654	-1.0	
