chromosome	start	end	copy_number	minor_cn	major_cn	ccf	baf	logr	
1	1	249250620	2	1	1	1	0.5	0.0	
2	31234	89161546	2	1	1	1	0.5	0.0	
2	89161547	89545245	1	1	0	1	0.474525474525	-2.55639334852	
2	89161547	89545245	0	0	0	0.66	0.474525474525	-2.55639334852	
2	89545246	243199372	2	1	1	1	0.5	0.0	
3	62309	198022429	2	1	1	1	0.5	0.0	
4	75525	190834723	2	1	1	1	0.5	0.0	
5	1	180915259	2	1	1	1	0.5	0.0	
6	147750	171115066	2	1	1	1	0.5	0.0	
7	1	159138662	2	1	1	1	0.5	0.0	
8	1	146364021	2	1	1	1	0.5	0.0	
9	105769	141213430	2	1	1	1	0.5	0.0	
10	110655	135233973	2	1	1	1	0.5	0.0	
11	1	135006515	2	1	1	1	0.5	0.0	
12	1	133851894	2	1	1	1	0.5	0.0	
13	16300000	48740199	2	1	1	1	0.5	0.0	
13	48740200	51474667	1	0	1	1	0.568181818179	-1.0	
13	51474668	115090018	2	1	1	1	0.5	0.0	
14	19100000	106633219	2	1	1	1	0.5	0.0	
15	15800000	102531391	2	1	1	1	0.5	0.0	
16	83807	90354752	2	1	1	1	0.5	0.0	
17	7	79954544	2	1	1	1	0.5	0.0	
18	101028	78077247	2	1	1	1	0.5	0.0	
19	278322	59128982	2	1	1	1	0.5	0.0	
20	65900	63025519	2	1	1	1	0.5	0.0	
22	12200000	49987796	2	1	1	1	0.5	0.0	
