chromosome	start	end	copy_number	minor_cn	major_cn	ccf	baf	logr	
1	1	4239767	2	1	1	1	0.500000000002	0.0	
1	4239768	30606627	1	0	1	1	0.826446280993	-1.0	
1	30606628	30627880	0	0	0	1	0.500000000001	-inf	
1	30627881	34550740	2	1	1	1	0.567214974479	-0.234465253637	
1	30627881	34550740	1	0	1	0.3	0.567214974479	-0.234465253637	
1	34550741	249250620	2	1	1	1	0.500000000002	0.0	
2	9997	243055937	2	1	1	1	0.500000000002	0.0	
3	75698	198022429	2	1	1	1	0.500000000002	0.0	
4	111487	191154275	2	1	1	1	0.500000000002	0.0	
5	21529	180712485	2	1	1	1	0.500000000002	0.0	
6	1	99232446	2	1	1	1	0.500000000002	0.0	
6	99232447	100594521	1	0	1	1	0.826446280993	-1.0	
6	100594522	157388717	2	1	1	1	0.500000000002	0.0	
6	157388718	158673588	2	1	1	1	0.500000000002	0.0	
6	158673589	170878886	2	1	1	1	0.500000000002	0.0	
7	60033	159138662	2	1	1	1	0.500000000002	0.0	
8	164050	146364021	2	1	1	1	0.500000000002	0.0	
9	212189	141213430	2	1	1	1	0.500000000002	0.0	
10	93528	83166805	2	1	1	1	0.500000000002	0.0	
10	83166806	132212476	2	1	1	1	0.500000000002	0.0	
10	132212477	135235689	2	1	1	1	0.500000000002	0.0	
11	199673	135006515	2	1	1	1	0.500000000002	0.0	
12	149478	133851894	2	1	1	1	0.500000000002	0.0	
13	16300000	114873828	2	1	1	1	0.500000000002	0.0	
14	19100000	20531965	2	1	1	1	0.500000000002	0.0	
14	20531966	22948703	2	0	2	1	0.895	0.0	
14	22948704	107349539	2	1	1	1	0.500000000002	0.0	
15	15800000	102531391	2	1	1	1	0.567214974479	-0.234465253637	
15	15800000	102531391	1	0	1	0.3	0.567214974479	-0.234465253637	
16	91309	90354752	2	1	1	1	0.500000000002	0.0	
17	7	81195209	2	1	1	1	0.500000000002	0.0	
18	93971	78077247	1	0	1	1	0.826446280993	-1.0	
19	274479	8184353	2	1	1	1	0.500000000002	0.0	
19	8184354	8210939	2	1	1	1	0.691085003461	-0.621488376746	
19	8184354	8210939	1	0	1	0.7	0.691085003461	-0.621488376746	
19	8210940	59128982	2	1	1	1	0.500000000002	0.0	
20	82359	63025519	2	1	1	1	0.500000000002	0.0	
21	1	10899999	1	0	1	1	0.88088485536	-0.234465253637	
21	1	10899999	2	0	2	0.7	0.88088485536	-0.234465253637	
21	10900000	48129894	2	1	1	1	0.500000000002	0.0	
22	12200000	51304565	2	1	1	1	0.500000000002	0.0	
