chromosome	start	end	copy_number	minor_cn	major_cn	ccf	baf	logr	
1	17500	201867889	2	1	1	1	0.500000000001	0.0	
1	201867890	202794978	1	0	1	1	0.917431192664	-1.0	
1	202794979	204997960	2	1	1	1	0.500000000001	0.0	
1	204997961	205601261	2	1	1	1	0.537850078568	0.124328135002	
1	204997961	205601261	3	1	2	0.18	0.537850078568	0.124328135002	
1	205601262	206586003	1	0	1	1	0.917431192664	-1.0	
1	206586004	207428613	1	0	1	1	0.917431192664	-1.0	
1	207428614	249250620	2	1	1	1	0.544602984426	-0.136061549576	
1	207428614	249250620	1	0	1	0.18	0.544602984426	-0.136061549576	
2	15953	147470694	2	1	1	1	0.500000000001	0.0	
2	147470695	147646699	2	1	1	1	0.500000000001	0.0	
2	147646700	242985493	2	1	1	1	0.500000000001	0.0	
3	134204	55265475	1	0	1	1	0.917431192664	-1.0	
3	55265476	55445113	2	1	1	1	0.500000000001	0.0	
3	55445114	55476735	2	1	1	1	0.544602984426	-0.136061549576	
3	55445114	55476735	1	0	1	0.18	0.544602984426	-0.136061549576	
3	55476736	55509481	2	1	1	1	0.500000000001	0.0	
3	55509482	55848780	1	0	1	1	0.917431192664	-1.0	
3	55848781	56127077	2	1	1	1	0.500000000001	0.0	
3	56127078	56443120	2	1	1	1	0.591505974211	-0.268816758428	
3	56127078	56443120	1	0	1	0.34	0.591505974211	-0.268816758428	
3	56443121	198022429	2	1	1	1	0.500000000001	0.0	
4	9997	190741994	2	1	1	1	0.500000000001	0.0	
5	17500	103952675	2	1	1	1	0.500000000001	0.0	
5	103952676	104365306	3	1	2	1	0.656357388318	0.584962500721	
5	104365307	104920213	2	1	1	1	0.500000000001	0.0	
5	104920214	105298846	4	1	3	1	0.738219895289	1.0	
5	105298847	105380026	2	1	1	1	0.537850078568	0.124328135002	
5	105298847	105380026	3	1	2	0.18	0.537850078568	0.124328135002	
5	105380027	106427943	2	1	1	1	0.500000000001	0.0	
5	106427944	109303539	3	1	2	1	0.656357388318	0.584962500721	
5	109303540	109758854	2	1	1	1	0.500000000001	0.0	
5	109758855	109818983	3	1	2	1	0.656357388318	0.584962500721	
5	109818984	109879174	2	1	1	1	0.500000000001	0.0	
5	109879175	176302171	3	1	2	1	0.656357388318	0.584962500721	
5	176302172	177216386	2	1	1	1	0.537850078568	0.124328135002	
5	176302172	177216386	3	1	2	0.18	0.537850078568	0.124328135002	
5	177216387	180719705	3	1	2	1	0.656357388318	0.584962500721	
6	204484	30095842	2	1	1	1	0.500000000001	0.0	
6	30095843	31220143	2	1	1	1	0.594172314438	0.327687364176	
6	30095843	31220143	3	1	2	0.51	0.594172314438	0.327687364176	
6	31220144	57670391	2	1	1	1	0.500000000001	0.0	
6	57670392	58139411	1	0	1	1	0.917431192664	-1.0	
6	58139412	63674826	1	0	1	1	0.917431192664	-1.0	
6	63674827	170824160	2	1	1	1	0.714591967984	-0.577766999317	
6	63674827	170824160	1	0	1	0.66	0.714591967984	-0.577766999317	
7	42500	159138662	2	1	1	1	0.500000000001	0.0	
8	265337	146364021	2	1	1	1	0.500000000001	0.0	
9	10001	141213430	2	1	1	1	0.500000000001	0.0	
10	94426	135534746	2	1	1	1	0.500000000001	0.0	
11	201796	135006515	2	1	1	1	0.500000000001	0.0	
12	67500	133851894	2	1	1	1	0.500000000001	0.0	
13	16300000	115169877	2	1	1	1	0.500000000001	0.0	
14	16100000	106362500	2	1	1	1	0.500000000001	0.0	
15	20700000	22823077	2	1	1	1	0.500000000001	0.0	
15	22823078	102347662	3	1	2	1	0.656357388318	0.584962500721	
16	89992	90354752	2	1	1	1	0.500000000001	0.0	
17	2500	81195209	2	1	1	1	0.500000000001	0.0	
18	12500	78077247	2	1	1	1	0.615473352302	0.411426245726	
18	12500	78077247	3	1	2	0.66	0.615473352302	0.411426245726	
19	255499	59128982	2	1	1	1	0.500000000001	0.0	
20	82701	63025519	2	1	1	1	0.500000000001	0.0	
21	9412500	48129894	2	1	1	1	0.500000000001	0.0	
22	12200000	51304565	2	1	1	1	0.500000000001	0.0	
