chromosome	start	end	copy_number	minor_cn	major_cn	ccf	baf	logr	
1	17500	5376736	2	1	1	1	0.499999999999	0.0	
1	5376737	6605443	1	0	1	1	0.990099009901	-1.0	
1	6605444	94264431	2	1	1	1	0.499999999999	0.0	
1	94264432	94308130	2	1	1	1	0.579160003368	0.250961573533	
1	94264432	94308130	3	1	2	0.38	0.579160003368	0.250961573533	
1	94308131	222073789	2	1	1	1	0.499999999999	0.0	
1	222073790	222191282	2	1	1	1	0.499999999999	0.0	
1	222191283	249250620	2	1	1	1	0.499999999999	0.0	
2	9997	237156464	2	1	1	1	0.499999999999	0.0	
2	237156465	237746654	1	0	1	1	0.990099009901	-1.0	
2	237746655	242942500	2	1	1	1	0.499999999999	0.0	
3	62500	197841333	2	1	1	1	0.499999999999	0.0	
4	9997	54654907	2	1	1	1	0.499999999999	0.0	
4	54654908	55488614	97	1	96	1	0.989588755856	5.59991284219	
4	55488615	55548489	99	1	98	1	0.98979904111	5.62935662008	
4	55548490	191154275	2	1	1	1	0.499999999999	0.0	
5	17500	162387064	2	1	1	1	0.499999999999	0.0	
5	162387065	162518171	2	1	1	1	0.721396623863	-0.535331732997	
5	162387065	162518171	1	0	1	0.62	0.721396623863	-0.535331732997	
5	162518172	164397127	2	1	1	1	0.499999999999	0.0	
5	164397128	165216506	1	0	1	1	0.990099009901	-1.0	
5	165216507	180715810	2	1	1	1	0.499999999999	0.0	
6	214005	118282393	2	1	1	1	0.499999999999	0.0	
6	118282394	118506673	1	0	1	1	0.990099009901	-1.0	
6	118506674	158314801	2	1	1	1	0.499999999999	0.0	
6	158314802	158884695	2	1	1	1	0.534387858708	-0.0969617298871	
6	158314802	158884695	1	0	1	0.13	0.534387858708	-0.0969617298871	
6	158884696	170888208	2	1	1	1	0.499999999999	0.0	
7	42500	54119955	3	1	2	1	0.665551839466	0.584962500721	
7	54119956	54159505	2	0	2	1	0.995000000001	0.0	
7	54159506	54210917	298	2	296	1	0.993255151844	7.21916852046	
7	54210918	54581741	300	2	298	1	0.993300114474	7.2288186905	
7	54581742	54666623	574	2	572	1	0.99649820511	8.16490692668	
7	54666624	54685984	344	2	342	1	0.994157026249	7.4262647547	
7	54685985	54824450	376	2	374	1	0.994654273894	7.55458885168	
