chromosome	start	end	copy_number	minor_cn	major_cn	ccf	baf	logr	
1	17500	249250620	2	1	1	1	0.500000000001	0.0	
2	11320	243035759	2	1	1	1	0.500000000001	0.0	
3	62437	53802262	2	1	1	1	0.55997312129	-0.545824106814	
3	62437	53802262	1	0	1	0.63	0.55997312129	-0.545824106814	
3	53802263	53982499	2	1	1	1	0.500000000001	0.0	
3	53982500	54488973	1	0	1	1	0.602409638554	-1.0	
3	54488974	54988376	2	1	1	1	0.500000000001	0.0	
3	54988377	58332385	1	0	1	1	0.602409638554	-1.0	
3	58332386	197845233	2	1	1	1	0.500000000001	0.0	
4	9997	131963601	2	1	1	1	0.500000000001	0.0	
4	131963602	132369426	4	1	3	1	0.626865671641	1.0	
4	132369427	191154275	2	1	1	1	0.500000000001	0.0	
5	14676	103241810	2	1	1	1	0.500000000001	0.0	
5	103241811	103471092	2	1	1	1	0.539170506915	0.321928094887	
5	103241811	103471092	3	1	2	0.5	0.539170506915	0.321928094887	
5	103471093	106917554	2	1	1	1	0.500000000001	0.0	
5	106917555	110152499	3	1	2	1	0.572649572651	0.584962500721	
5	110152500	112592781	2	1	1	1	0.500000000001	0.0	
5	112592782	180694838	3	1	2	1	0.572649572651	0.584962500721	
6	206092	170898626	2	1	1	1	0.500000000001	0.0	
7	42500	159138662	2	1	1	1	0.500000000001	0.0	
8	170398	146364021	2	1	1	1	0.500000000001	0.0	
9	42500	141213430	2	1	1	1	0.500000000001	0.0	
10	95074	135534746	2	1	1	1	0.500000000001	0.0	
11	202072	135006515	2	1	1	1	0.500000000001	0.0	
12	67500	133851894	2	1	1	1	0.500000000001	0.0	
13	16300000	115169877	2	1	1	1	0.500000000001	0.0	
14	19100000	20267639	4	2	2	1	0.5	1.0	
14	20267640	106362500	2	1	1	1	0.500000000001	0.0	
15	15800000	102531391	2	1	1	1	0.500000000001	0.0	
16	85065	90354752	2	1	1	1	0.500000000001	0.0	
17	828	81195209	2	1	1	1	0.500000000001	0.0	
18	12500	78077247	2	1	1	1	0.500000000001	0.0	
19	158847	59128982	2	1	1	1	0.500000000001	0.0	
20	62500	63025519	2	1	1	1	0.500000000001	0.0	
21	9412500	48129894	2	1	1	1	0.500000000001	0.0	
22	12200000	51304565	2	1	1	1	0.500000000001	0.0	
