chromosome	start	end	copy_number	minor_cn	major_cn	ccf	baf	logr	
1	17500	249250620	2	1	1	1	0.5	0.0	
2	11357	242942500	2	1	1	1	0.5	0.0	
3	62226	198022429	2	1	1	1	0.5	0.0	
4	9997	191154275	2	1	1	1	0.5	0.0	
5	17500	180712500	2	1	1	1	0.5	0.0	
6	204484	170905977	2	1	1	1	0.5	0.0	
7	46300	4752589	2	1	1	1	0.60657801558	0.516015147004	
7	46300	4752589	3	1	2	0.86	0.60657801558	0.516015147004	
7	4752590	4957653	4	2	2	1	0.5	1.0	
7	4957654	7147928	2	1	1	1	0.57497449847	0.356143810225	
7	4957654	7147928	3	1	2	0.56	0.57497449847	0.356143810225	
7	7147929	55753752	2	0	2	1	0.815	0.0	
7	55753753	65749340	3	1	2	1	0.619771863118	0.584962500721	
7	65749341	88812959	1	0	1	1	0.746262515429	-0.81096617561	
7	65749341	88812959	2	0	2	0.14	0.746262515429	-0.81096617561	
7	88812960	90272836	3	1	2	1	0.619771863118	0.584962500721	
7	90272837	91235478	3	1	2	1	0.694651608779	0.350497247084	
7	90272837	91235478	2	0	2	0.45	0.694651608779	0.350497247084	
7	91235479	91605771	3	1	2	1	0.619771863118	0.584962500721	
7	91605772	92236646	5	2	3	1	0.580976863753	1.32192809489	
7	92236647	92410101	4	2	2	1	0.5	1.0	
7	92410102	93277026	2	1	1	1	0.57497449847	0.356143810225	
7	92410102	93277026	3	1	2	0.56	0.57497449847	0.356143810225	
7	93277027	93639409	4	2	2	1	0.5	1.0	
7	93639410	94885137	2	1	1	1	0.562075760894	0.292781749228	
7	93639410	94885137	3	1	2	0.45	0.562075760894	0.292781749228	
7	94885138	95663169	2	0	2	1	0.815	0.0	
7	95663170	96572497	2	1	1	1	0.57497449847	0.356143810225	
7	95663170	96572497	3	1	2	0.56	0.57497449847	0.356143810225	
7	96572498	96779338	6	2	4	1	0.639380530973	1.58496250072	
7	96779339	96938928	5	2	3	1	0.580976863753	1.32192809489	
7	96938929	97032188	4	2	2	1	0.5	1.0	
7	97032189	98439403	3	1	2	1	0.619771863118	0.584962500721	
7	98439404	98815126	3	2	1	1	0.400338459274	0.650764559117	
7	98439404	98815126	4	2	2	0.14	0.400338459274	0.650764559117	
7	98815127	99936374	3	1	2	1	0.619771863118	0.584962500721	
7	99936375	100315747	5	2	3	1	0.580976863753	1.32192809489	
7	100315748	100606917	4	2	2	1	0.5	1.0	
7	100606918	101573363	6	2	4	1	0.639380530973	1.58496250072	
7	101573364	102057098	4	2	2	1	0.5	1.0	
7	102057099	103583144	2	1	1	1	0.562075760894	0.292781749228	
7	102057099	103583144	3	1	2	0.45	0.562075760894	0.292781749228	
7	103583145	104143090	2	0	2	1	0.815	0.0	
7	104143091	107848038	2	1	1	1	0.57497449847	0.356143810225	
7	104143091	107848038	3	1	2	0.56	0.57497449847	0.356143810225	
7	107848039	111355917	2	0	2	1	0.815	0.0	
7	111355918	113022881	3	1	2	1	0.619771863118	0.584962500721	
7	113022882	113454166	4	2	2	1	0.5	1.0	
7	113454167	113665596	3	1	2	1	0.619771863118	0.584962500721	
7	113665597	114866871	3	2	1	1	0.440535438476	0.786596361891	
7	113665597	114866871	4	2	2	0.45	0.440535438476	0.786596361891	
7	114866872	115158910	5	2	3	1	0.580976863753	1.32192809489	
7	115158911	115308203	3	2	1	1	0.453533592598	0.831877241192	
7	115158911	115308203	4	2	2	0.56	0.453533592598	0.831877241192	
7	115308204	116036029	5	2	3	1	0.580976863753	1.32192809489	
