chromosome	start	end	copy_number	minor_cn	major_cn	ccf	baf	logr	
1	17500	249250620	2	1	1	1	0.500000000002	0.0	
2	9997	242985695	2	1	1	1	0.500000000002	0.0	
3	60363	197832719	2	1	1	1	0.500000000002	0.0	
4	9997	190781654	2	1	1	1	0.500000000002	0.0	
5	17500	180715810	2	1	1	1	0.500000000002	0.0	
6	207500	170897500	2	1	1	1	0.500000000002	0.0	
7	42500	159138662	2	1	1	1	0.500000000002	0.0	
8	167500	146364021	2	1	1	1	0.500000000002	0.0	
9	10001	141213430	2	1	1	1	0.500000000002	0.0	
10	97500	135372500	2	1	1	1	0.500000000002	0.0	
11	182500	135006515	2	1	1	1	0.500000000002	0.0	
12	67500	133851894	2	1	1	1	0.500000000002	0.0	
13	16300000	44589228	2	1	1	1	0.500000000002	0.0	
13	44589229	50538265	1	0	1	1	0.633111671631	-0.632628934351	
13	44589229	50538265	2	0	2	0.29	0.633111671631	-0.632628934351	
13	50538266	51492499	2	0	2	1	0.680000000001	0.0	
13	51492500	115169877	1	0	1	1	0.633111671631	-0.632628934351	
13	51492500	115169877	2	0	2	0.29	0.633111671631	-0.632628934351	
14	16100000	106326162	0	0	0	1	0.500000000002	-inf	
14	106326163	107349539	0	0	0	1	0.500000000002	-inf	
15	15800000	102531391	2	1	1	1	0.500000000002	0.0	
16	87500	47422877	2	1	1	1	0.500000000002	0.0	
16	47422878	47669672	2	1	1	1	0.500000000002	0.0	
16	47669673	90354752	2	1	1	1	0.500000000002	0.0	
17	15032	81195209	2	1	1	1	0.500000000002	0.0	
18	12500	78077247	2	1	1	1	0.500000000002	0.0	
19	97500	59128982	2	1	1	1	0.500000000002	0.0	
20	82217	63025519	2	1	1	1	0.500000000002	0.0	
21	9412500	48129894	2	1	1	1	0.500000000002	0.0	
22	12200000	51304565	2	1	1	1	0.500000000002	0.0	
