chromosome	start	end	copy_number	minor_cn	major_cn	ccf	baf	logr	
1	1	144906357	2	1	1	1	0.499999999999	0.0	
1	144906358	146399272	2	1	1	1	0.585595292361	0.327687364176	
1	144906358	146399272	3	1	2	0.51	0.585595292361	0.327687364176	
1	146399273	177162597	2	1	1	1	0.499999999999	0.0	
1	177162598	180235194	2	1	1	1	0.499999999999	0.0	
1	180235195	249250620	2	1	1	1	0.499999999999	0.0	
2	9997	59155391	2	1	1	1	0.499999999999	0.0	
2	59155392	61892667	3	1	2	1	0.644128113878	0.584962500721	
2	61892668	89155927	2	1	1	1	0.499999999999	0.0	
2	89155928	90499999	2	1	1	1	0.548907673728	-0.168122758808	
2	89155928	90499999	1	0	1	0.22	0.548907673728	-0.168122758808	
2	90500000	243199372	2	1	1	1	0.499999999999	0.0	
3	60596	168533561	2	1	1	1	0.499999999999	0.0	
3	168533562	171586144	2	1	1	1	0.499999999999	0.0	
3	171586145	197846280	2	1	1	1	0.499999999999	0.0	
4	9997	190790246	2	1	1	1	0.499999999999	0.0	
5	11446	180660467	2	1	1	1	0.499999999999	0.0	
6	1	89772614	2	1	1	1	0.499999999999	0.0	
6	89772615	92804531	2	1	1	1	0.499999999999	0.0	
6	92804532	171115066	2	1	1	1	0.499999999999	0.0	
7	15752	159138662	2	1	1	1	0.499999999999	0.0	
8	159286	146364021	2	1	1	1	0.499999999999	0.0	
9	203937	141213430	2	1	1	1	0.499999999999	0.0	
10	157322	135234580	2	1	1	1	0.499999999999	0.0	
11	1	135006515	2	1	1	1	0.499999999999	0.0	
12	208035	52549118	2	1	1	1	0.499999999999	0.0	
12	52549119	55188871	2	1	1	1	0.499999999999	0.0	
12	55188872	133851894	2	1	1	1	0.499999999999	0.0	
13	16300000	115169877	2	1	1	1	0.499999999999	0.0	
14	20194655	106330457	2	1	1	1	0.499999999999	0.0	
15	15800000	102531391	2	1	1	1	0.499999999999	0.0	
16	84870	90354752	2	1	1	1	0.499999999999	0.0	
17	1665	81195209	2	1	1	1	0.499999999999	0.0	
18	125729	78077247	2	1	1	1	0.499999999999	0.0	
19	252130	59128982	2	1	1	1	0.499999999999	0.0	
20	79234	63025519	2	1	1	1	0.499999999999	0.0	
21	10900000	48129894	2	1	1	1	0.499999999999	0.0	
22	12200000	51304565	2	1	1	1	0.499999999999	0.0	
