chromosome	start	end	copy_number	minor_cn	major_cn	ccf	baf	logr	
1	17500	121283770	2	1	1	1	0.499999999999	0.0	
1	121283771	128899999	1	1	0	1	0.436751860238	-2.55639334852	
1	121283771	128899999	0	0	0	0.66	0.436751860238	-2.55639334852	
1	128900000	249250620	3	1	2	1	0.593495934962	0.584962500721	
2	9997	242985493	2	1	1	1	0.499999999999	0.0	
3	62746	176051206	2	1	1	1	0.499999999999	0.0	
3	176051207	176080975	2	1	1	1	0.536264143942	0.226508529809	
3	176051207	176080975	3	1	2	0.34	0.536264143942	0.226508529809	
3	176080976	197835546	2	1	1	1	0.499999999999	0.0	
4	9997	191154275	2	1	1	1	0.499999999999	0.0	
5	17500	180685900	2	1	1	1	0.499999999999	0.0	
6	89919	170915126	2	1	1	1	0.499999999999	0.0	
7	42500	159138662	2	1	1	1	0.499999999999	0.0	
8	159286	146364021	2	1	1	1	0.499999999999	0.0	
9	10001	141213430	2	1	1	1	0.499999999999	0.0	
10	96469	135234581	2	1	1	1	0.499999999999	0.0	
11	197557	135006515	2	1	1	1	0.499999999999	0.0	
12	67500	133851894	2	1	1	1	0.499999999999	0.0	
13	16300000	115169877	2	1	1	1	0.499999999999	0.0	
14	19100000	107349539	2	1	1	1	0.499999999999	0.0	
15	15800000	102531391	2	1	1	1	0.499999999999	0.0	
16	84870	46442499	2	1	1	1	0.499999999999	0.0	
16	46442500	90162799	1	0	1	1	0.649350649349	-1.0	
17	2500	81195209	2	1	1	1	0.499999999999	0.0	
18	12500	78077247	2	1	1	1	0.499999999999	0.0	
19	97500	59128982	2	1	1	1	0.499999999999	0.0	
20	65900	63025519	2	1	1	1	0.499999999999	0.0	
21	10900000	48129894	2	1	1	1	0.499999999999	0.0	
22	12200000	51304565	2	1	1	1	0.499999999999	0.0	
