chromosome	start	end	copy_number	minor_cn	major_cn	ccf	baf	logr	
1	10001	249250620	2	1	1	1	0.5	0.0	
2	9997	242985493	2	1	1	1	0.5	0.0	
3	60197	198022429	2	1	1	1	0.5	0.0	
4	9997	191154275	2	1	1	1	0.5	0.0	
5	17500	180718018	2	1	1	1	0.5	0.0	
6	204484	170921585	2	1	1	1	0.5	0.0	
7	15752	159138662	2	1	1	1	0.5	0.0	
8	143298	146364021	2	1	1	1	0.5	0.0	
9	203761	141213430	2	1	1	1	0.5	0.0	
10	90127	135534746	2	1	1	1	0.5	0.0	
11	201584	135006515	2	1	1	1	0.5	0.0	
12	67500	133851894	2	1	1	1	0.5	0.0	
13	16300000	115169877	2	1	1	1	0.5	0.0	
14	16100000	107349539	2	1	1	1	0.5	0.0	
15	15800000	102407814	2	1	1	1	0.5	0.0	
16	83807	90114833	2	1	1	1	0.5	0.0	
17	1880	81195209	2	1	1	1	0.5	0.0	
18	12500	78077247	2	1	1	1	0.5	0.0	
19	97500	59128982	2	1	1	1	0.5	0.0	
20	60000	63025519	2	1	1	1	0.5	0.0	
22	12200000	51304565	2	1	1	1	0.5	0.0	
