chromosome	start	end	copy_number	minor_cn	major_cn	ccf	baf	logr	
1	17500	144812499	2	1	1	1	0.500000000001	0.0	
1	144812500	147931197	4	1	3	1	0.666666666664	1.0	
1	147931198	149817499	3	1	2	1	0.657894736839	0.356143810225	
1	147931198	149817499	2	0	2	0.44	0.657894736839	0.356143810225	
1	149817500	249250620	4	1	3	1	0.666666666664	1.0	
2	9997	242942500	2	1	1	1	0.500000000001	0.0	
3	62500	198022429	2	1	1	1	0.500000000001	0.0	
4	9997	191154275	2	1	1	1	0.500000000001	0.0	
5	17500	180712500	2	1	1	1	0.500000000001	0.0	
6	207500	170897500	2	1	1	1	0.500000000001	0.0	
7	42500	159138662	2	1	1	1	0.54954954955	0.286881147788	
7	42500	159138662	3	1	2	0.44	0.54954954955	0.286881147788	
8	167500	43099999	3	1	2	1	0.599999999998	0.584962500721	
8	43100000	146364021	2	1	1	1	0.500000000001	0.0	
9	42500	141213430	2	1	1	1	0.500000000001	0.0	
10	97500	135534746	2	1	1	1	0.500000000001	0.0	
11	182500	135006515	2	1	1	1	0.500000000001	0.0	
12	67500	133851894	2	1	1	1	0.500000000001	0.0	
13	16300000	115169877	2	1	1	1	0.500000000001	0.0	
15	15800000	102491245	2	1	1	1	0.500000000001	0.0	
16	87500	46442499	1	0	1	1	0.666666666668	-1.0	
16	46442500	90171305	1	0	1	1	0.666666666668	-1.0	
17	2500	81195209	2	1	1	1	0.500000000001	0.0	
18	49357	78077247	2	1	1	1	0.500000000001	0.0	
19	97500	59128982	2	1	1	1	0.500000000001	0.0	
20	62500	63025519	2	1	1	1	0.500000000001	0.0	
21	9412500	38162499	2	1	1	1	0.500000000001	0.0	
21	38162500	38617499	2	1	1	1	0.500000000001	0.0	
21	38617500	48129894	2	1	1	1	0.500000000001	0.0	
22	12200000	51304565	2	1	1	1	0.500000000001	0.0	
