chromosome	start	end	copy_number	minor_cn	major_cn	ccf	baf	logr	
1	10001	249250620	2	1	1	1	0.500000000001	0.0	
2	11320	242942500	2	1	1	1	0.500000000001	0.0	
3	62500	197897500	2	1	1	1	0.500000000001	0.0	
4	92231	190790246	2	1	1	1	0.500000000001	0.0	
5	14676	180712500	2	1	1	1	0.500000000001	0.0	
6	207500	170897500	2	1	1	1	0.500000000001	0.0	
7	42500	159138662	2	1	1	1	0.500000000001	0.0	
8	167500	146364021	2	1	1	1	0.500000000001	0.0	
9	10001	6147711	3	0	3	1	0.648648648648	0.584962500721	
9	6147712	44867222	3	1	2	1	0.602707242365	0.0772429989325	
9	6147712	44867222	2	0	2	0.89	0.602707242365	0.0772429989325	
9	44867223	141213430	2	1	1	1	0.500000000001	0.0	
10	97500	135534746	2	1	1	1	0.500000000001	0.0	
11	196944	135006515	2	1	1	1	0.500000000001	0.0	
12	67500	133851894	2	1	1	1	0.500000000001	0.0	
13	16300000	115169877	2	1	1	1	0.500000000001	0.0	
14	16100000	107349539	2	1	1	1	0.500000000001	0.0	
15	15800000	102330356	2	1	1	1	0.500000000001	0.0	
16	87500	34599999	2	1	1	1	0.500000000001	0.0	
16	34600000	38599999	2	0	2	1	0.609999999998	0.0	
16	38600000	90354752	2	1	1	1	0.500000000001	0.0	
17	1665	81195209	2	1	1	1	0.500000000001	0.0	
18	12500	78077247	2	1	1	1	0.500000000001	0.0	
19	97500	59128982	2	1	1	1	0.500000000001	0.0	
20	62500	63025519	2	1	1	1	0.500000000001	0.0	
21	9412500	48129894	2	1	1	1	0.500000000001	0.0	
22	12200000	51304565	2	1	1	1	0.500000000001	0.0	
