chromosome	start	end	copy_number	minor_cn	major_cn	ccf	baf	logr	
1	17500	93177816	2	1	1	1	0.499999999999	0.0	
1	93177817	101345930	2	1	1	1	0.637429882712	-0.836501267717	
1	93177817	101345930	1	0	1	0.88	0.637429882712	-0.836501267717	
1	101345931	107626125	2	1	1	1	0.499999999999	0.0	
1	107626126	108083637	1	0	1	1	0.66225165563	-1.0	
1	108083638	128899999	3	1	2	1	0.5983935743	0.584962500721	
1	128900000	249250620	3	1	2	1	0.5983935743	0.584962500721	
2	17500	242986605	2	1	1	1	0.499999999999	0.0	
3	61495	197842892	2	1	1	1	0.499999999999	0.0	
4	9997	190790246	2	1	1	1	0.499999999999	0.0	
5	23015	995927	2	1	1	1	0.499999999999	0.0	
5	995928	1304545	2	1	1	1	0.54664974159	0.2750070475	
5	995928	1304545	3	1	2	0.42	0.54664974159	0.2750070475	
5	1304546	180722682	2	1	1	1	0.499999999999	0.0	
6	203888	170912653	2	1	1	1	0.499999999999	0.0	
7	42500	11266415	3	1	2	1	0.5983935743	0.584962500721	
7	11266416	11534969	2	1	1	1	0.499999999999	0.0	
7	11534970	159138662	3	1	2	1	0.5983935743	0.584962500721	
8	183000	34147508	2	1	1	1	0.557351465833	-0.340075441598	
8	183000	34147508	1	0	1	0.42	0.557351465833	-0.340075441598	
8	34147509	146364021	2	1	1	1	0.499999999999	0.0	
9	10001	141213430	2	1	1	1	0.499999999999	0.0	
10	143076	1861906	2	1	1	1	0.499999999999	0.0	
10	1861907	1922730	5	1	4	1	0.711815561959	1.32192809489	
10	1922731	113868057	2	1	1	1	0.499999999999	0.0	
10	113868058	114074180	2	1	1	1	0.499999999999	0.0	
10	114074181	135534746	2	1	1	1	0.499999999999	0.0	
11	199256	5884238	2	1	1	1	0.499999999999	0.0	
11	5884239	5938034	3	0	3	1	0.795180722892	0.584962500721	
11	5938035	135006515	2	1	1	1	0.499999999999	0.0	
12	67500	24631627	2	1	1	1	0.499999999999	0.0	
12	24631628	24705540	2	1	1	1	0.557351465833	-0.340075441598	
12	24631628	24705540	1	0	1	0.42	0.557351465833	-0.340075441598	
12	24705541	133851894	2	1	1	1	0.499999999999	0.0	
13	16300000	115169877	2	1	1	1	0.499999999999	0.0	
14	16100000	107349539	2	1	1	1	0.499999999999	0.0	
15	15800000	53611449	2	1	1	1	0.499999999999	0.0	
15	53611450	53893462	2	1	1	1	0.499999999999	0.0	
15	53893463	102531391	2	1	1	1	0.499999999999	0.0	
16	84170	90354752	2	1	1	1	0.499999999999	0.0	
17	11843	81195209	2	1	1	1	0.499999999999	0.0	
18	12500	78077247	2	1	1	1	0.499999999999	0.0	
19	280662	59128982	2	1	1	1	0.499999999999	0.0	
20	93440	62450998	2	1	1	1	0.499999999999	0.0	
21	9412500	48129894	2	1	1	1	0.499999999999	0.0	
22	12200000	51304565	2	1	1	1	0.499999999999	0.0	
