chromosome	start	end	copy_number	minor_cn	major_cn	ccf	baf	logr	
1	17500	249250620	2	1	1	1	0.5	0.0	
2	9997	243041383	2	1	1	1	0.5	0.0	
3	66661	197844769	2	1	1	1	0.5	0.0	
4	9997	190712308	2	1	1	1	0.5	0.0	
5	173200	180715810	3	1	2	1	0.624060150378	0.584962500721	
6	230007	170915126	2	1	1	1	0.5	0.0	
7	42500	159138662	3	1	2	1	0.624060150378	0.584962500721	
8	167500	146364021	2	1	1	1	0.5	0.0	
9	10001	141213430	2	1	1	1	0.5	0.0	
10	110655	135272948	2	1	1	1	0.5	0.0	
11	198062	135006515	2	1	1	1	0.5	0.0	
12	149148	133851894	2	1	1	1	0.5	0.0	
13	16300000	115053429	2	1	1	1	0.5	0.0	
14	19100000	107349539	2	1	1	1	0.5	0.0	
15	15800000	102361897	2	1	1	1	0.5	0.0	
16	87500	90354752	2	1	1	1	0.5	0.0	
17	3587	81195209	2	1	1	1	0.5	0.0	
18	12500	78077247	2	1	1	1	0.5	0.0	
19	255499	59128982	2	1	1	1	0.5	0.0	
20	65288	63025519	2	1	1	1	0.5	0.0	
21	1	48129894	2	1	1	1	0.5	0.0	
22	12200000	51304565	2	1	1	1	0.589483612354	-0.37706964908	
22	12200000	51304565	1	0	1	0.46	0.589483612354	-0.37706964908	
