chromosome	start	end	copy_number	minor_cn	major_cn	ccf	baf	logr	
1	17500	249250620	2	1	1	1	0.5	0.0	
2	11320	142244	2	1	1	1	0.5	0.0	
2	142245	242942500	3	1	2	1	0.651567944251	0.584962500721	
3	62500	198022429	2	1	1	1	0.653509345182	-0.454031630895	
3	62500	198022429	1	0	1	0.54	0.653509345182	-0.454031630895	
4	110707	191154275	3	1	2	1	0.651567944251	0.584962500721	
5	17500	180712500	2	1	1	1	0.5	0.0	
6	209159	170897500	2	1	1	1	0.5	0.0	
7	42500	159138662	5	2	3	1	0.594360086768	1.32192809489	
8	167500	146364021	2	1	1	1	0.5	0.0	
9	10001	141213430	2	1	1	1	0.5	0.0	
10	97500	135372500	2	1	1	1	0.595108915701	0.344828496997	
10	97500	135372500	3	1	2	0.54	0.595108915701	0.344828496997	
11	182500	135006515	2	1	1	1	0.5	0.0	
12	67500	133851894	2	1	1	1	0.5	0.0	
13	16300000	115169877	2	1	1	1	0.5	0.0	
15	15800000	102399429	3	1	2	1	0.651567944251	0.584962500721	
16	87500	90354752	2	1	1	1	0.5	0.0	
17	1665	81195209	2	1	1	1	0.5	0.0	
18	12500	78077247	2	1	1	1	0.5	0.0	
19	97500	59128982	2	1	1	1	0.5	0.0	
20	62500	63025519	2	1	1	1	0.5	0.0	
22	12200000	51304565	3	1	2	1	0.651567944251	0.584962500721	
