chromosome	start	end	copy_number	minor_cn	major_cn	ccf	baf	logr	
1	10001	248686579	2	1	1	1	0.5	0.0	
2	9997	242967837	2	1	1	1	0.5	0.0	
3	62226	93899999	2	1	1	1	0.5	0.0	
3	93900000	95866726	159	1	158	1	0.989037178266	6.30997649237	
3	93900000	95866726	158	0	158	0.32	0.989037178266	6.30997649237	
3	95866727	102317231	2	1	1	1	0.5	0.0	
3	102317232	197857151	2	1	1	1	0.5	0.0	
4	9997	190723081	2	1	1	1	0.5	0.0	
5	11446	180711595	2	1	1	1	0.5	0.0	
6	217334	170855221	2	1	1	1	0.5	0.0	
7	15752	61699999	2	1	1	1	0.5	0.0	
7	61700000	61843965	1	0	1	1	0.657894736842	-1.0	
7	61843966	61982499	2	1	1	1	0.535661218425	0.214124805353	
7	61843966	61982499	3	1	2	0.32	0.535661218425	0.214124805353	
7	61982500	63757420	2	1	1	1	0.5	0.0	
7	63757421	63977483	6	0	6	1	0.867346938775	1.58496250072	
7	63977484	159138662	2	1	1	1	0.5	0.0	
8	203429	146364021	2	1	1	1	0.5	0.0	
9	10001	140937223	2	1	1	1	0.5	0.0	
10	95096	135534746	2	1	1	1	0.5	0.0	
11	182500	135006515	2	1	1	1	0.5	0.0	
12	67500	133851894	2	1	1	1	0.5	0.0	
13	16300000	115169877	2	1	1	1	0.5	0.0	
15	15800000	102251993	2	1	1	1	0.5	0.0	
16	90538	89982913	2	1	1	1	0.5	0.0	
17	15726	81066774	2	1	1	1	0.5	0.0	
18	61802	78077247	2	1	1	1	0.5	0.0	
19	277157	58869180	2	1	1	1	0.5	0.0	
20	60000	25599999	2	1	1	1	0.5	0.0	
20	25600000	29399999	2	1	1	1	0.5	0.0	
20	29400000	62432500	2	1	1	1	0.5	0.0	
21	9411194	15254671	2	1	1	1	0.5	0.0	
21	15254672	48129894	2	1	1	1	0.5	0.0	
22	12200000	51304565	2	1	1	1	0.5	0.0	
