chromosome	start	end	copy_number	minor_cn	major_cn	ccf	baf	logr	
1	10001	249250620	2	1	1	1	0.5	0.0	
2	31234	242985695	2	1	1	1	0.5	0.0	
3	64165	198022429	2	1	1	1	0.5	0.0	
4	9997	190778469	2	1	1	1	0.5	0.0	
5	1	180715486	2	1	1	1	0.5	0.0	
6	232290	170915316	2	1	1	1	0.5	0.0	
7	42500	158907663	2	1	1	1	0.5	0.0	
8	159286	146364021	2	1	1	1	0.5	0.0	
9	10001	140267500	2	1	1	1	0.5	0.0	
10	97500	135234393	2	1	1	1	0.5	0.0	
11	182500	134442500	2	1	1	1	0.5	0.0	
12	67500	133851894	2	1	1	1	0.5	0.0	
13	16300000	115169877	2	1	1	1	0.5	0.0	
14	16100000	106362500	2	1	1	1	0.5	0.0	
15	15800000	102531391	2	1	1	1	0.5	0.0	
16	159710	90054723	2	1	1	1	0.5	0.0	
17	2500	81195209	2	1	1	1	0.5	0.0	
18	12500	78077247	2	1	1	1	0.5	0.0	
19	97500	59128982	2	1	1	1	0.5	0.0	
20	82074	63025519	2	1	1	1	0.5	0.0	
21	1	46937500	2	1	1	1	0.5	0.0	
22	12200000	49687500	2	1	1	1	0.5	0.0	
