chromosome	start	end	copy_number	minor_cn	major_cn	ccf	baf	logr	
1	1	9381207	2	1	1	1	0.583294447036	-0.785875194647	
1	1	9381207	1	0	1	0.84	0.583294447036	-0.785875194647	
1	9381208	249250620	2	1	1	1	0.500000000001	0.0	
2	16496	7236102	2	1	1	1	0.500000000001	0.0	
2	7236103	7410171	1	0	1	1	0.602409638554	-1.0	
2	7410172	243035759	2	1	1	1	0.500000000001	0.0	
3	62425	197842358	2	1	1	1	0.500000000001	0.0	
4	71566	100121691	2	1	1	1	0.500000000001	0.0	
4	100121692	100617643	3	1	2	1	0.572649572651	0.584962500721	
4	100617644	189834034	2	1	1	1	0.500000000001	0.0	
4	189834035	190316236	2	1	1	1	0.500000000001	0.0	
4	190316237	190800045	2	1	1	1	0.500000000001	0.0	
5	75949	180667857	2	1	1	1	0.500000000001	0.0	
6	210832	7123258	2	1	1	1	0.500000000001	0.0	
6	7123259	7541859	2	1	1	1	0.536994166125	0.30451104181	
6	7123259	7541859	3	1	2	0.47	0.536994166125	0.30451104181	
6	7541860	170908493	2	1	1	1	0.500000000001	0.0	
7	15752	159138662	2	1	1	1	0.500000000001	0.0	
8	162218	27285844	2	1	1	1	0.500000000001	0.0	
8	27285845	27397877	2	1	1	1	0.562478123905	0.50589092973	
8	27285845	27397877	3	1	2	0.84	0.562478123905	0.50589092973	
8	27397878	145819073	2	1	1	1	0.500000000001	0.0	
9	198571	21956321	2	1	1	1	0.500000000001	0.0	
9	21956322	22032870	1	0	1	1	0.602409638554	-1.0	
9	22032871	141213430	2	1	1	1	0.500000000001	0.0	
10	117088	135208463	2	1	1	1	0.500000000001	0.0	
11	1	135006515	2	1	1	1	0.500000000001	0.0	
12	231588	133851894	2	1	1	1	0.500000000001	0.0	
13	16300000	115169877	2	1	1	1	0.500000000001	0.0	
14	19100000	107349539	2	1	1	1	0.500000000001	0.0	
15	15800000	102531391	2	1	1	1	0.500000000001	0.0	
16	143503	90354752	2	1	1	1	0.500000000001	0.0	
17	7	81069466	2	1	1	1	0.500000000001	0.0	
18	285953	78077247	2	1	1	1	0.500000000001	0.0	
19	226776	2744702	3	1	2	1	0.572649572651	0.584962500721	
19	2744703	59128982	2	1	1	1	0.500000000001	0.0	
20	112877	48623135	3	1	2	1	0.572649572651	0.584962500721	
20	48623136	63025519	3	1	2	1	0.572649572651	0.584962500721	
21	15507707	48129894	2	1	1	1	0.500000000001	0.0	
22	12200000	43548345	2	1	1	1	0.500000000001	0.0	
22	43548346	43665936	4	1	3	1	0.626865671641	1.0	
22	43665937	43788785	3	1	2	1	0.572649572651	0.584962500721	
22	43788786	51304565	2	1	1	1	0.500000000001	0.0	
