chromosome	start	end	copy_number	minor_cn	major_cn	ccf	baf	logr	
1	1	88005421	1	0	1	1	0.837133550489	-0.535331732997	
1	1	88005421	2	0	2	0.38	0.837133550489	-0.535331732997	
1	88005422	99212112	3	0	3	1	0.909090909094	0.584962500721	
1	99212113	120269997	3	1	2	1	0.67895247333	0.469885976274	
1	99212113	120269997	2	0	2	0.23	0.67895247333	0.469885976274	
1	120269998	171350371	3	1	2	1	0.636363636367	0.584962500721	
1	171350372	177616721	4	1	3	1	0.714285714288	1.0	
1	177616722	196074792	6	3	3	1	0.500000000001	1.58496250072	
1	196074793	211157298	7	3	4	1	0.565217391306	1.80735492206	
1	211157299	249250620	6	3	3	1	0.500000000001	1.58496250072	
2	23368	14896684	2	1	1	1	0.500000000001	0.0	
2	14896685	27286360	3	1	2	1	0.636363636367	0.584962500721	
2	27286361	134132912	4	2	2	1	0.500000000002	1.0	
2	134132913	184004436	3	1	2	1	0.709939148073	0.389566811763	
2	134132913	184004436	2	0	2	0.38	0.709939148073	0.389566811763	
2	184004437	205127450	4	2	2	1	0.500000000002	1.0	
2	205127451	243199372	3	1	2	1	0.636363636367	0.584962500721	
3	62226	27986949	3	2	1	1	0.401197604791	0.691534164919	
3	62226	27986949	4	2	2	0.23	0.401197604791	0.691534164919	
3	27986950	71030655	3	1	2	1	0.636363636367	0.584962500721	
3	71030656	76073852	3	2	1	1	0.401197604791	0.691534164919	
3	71030656	76073852	4	2	2	0.23	0.401197604791	0.691534164919	
3	76073853	76572526	3	1	2	1	0.636363636367	0.584962500721	
3	76572527	94240226	3	2	1	1	0.423393739704	0.757023246507	
3	76572527	94240226	4	2	2	0.38	0.423393739704	0.757023246507	
3	94240227	127050340	3	1	2	1	0.636363636367	0.584962500721	
3	127050341	137527232	5	1	4	1	0.764705882355	1.32192809489	
3	137527233	198022429	4	0	4	1	0.928571428574	1.0	
4	9997	82283915	3	2	1	1	0.423393739704	0.757023246507	
4	9997	82283915	4	2	2	0.38	0.423393739704	0.757023246507	
4	82283916	82691080	3	1	2	1	0.636363636367	0.584962500721	
4	82691081	180926913	2	1	1	1	0.539700805525	0.157043710146	
4	82691081	180926913	3	1	2	0.23	0.539700805525	0.157043710146	
4	180926914	191154275	3	1	2	1	0.636363636367	0.584962500721	
5	243257	5996254	5	0	5	1	0.941176470591	1.32192809489	
5	5996255	6628948	3	0	3	1	0.909090909094	0.584962500721	
5	6628949	19757786	1	0	1	1	0.800000000001	-1.0	
5	19757787	20132557	3	0	3	1	0.909090909094	0.584962500721	
5	20132558	21082999	5	0	5	1	0.941176470591	1.32192809489	
5	21083000	22305977	3	0	3	1	0.909090909094	0.584962500721	
5	22305978	30876983	1	0	1	1	0.800000000001	-1.0	
5	30876984	38649444	1	0	1	1	0.824253075571	-0.701341684435	
5	30876984	38649444	2	0	2	0.23	0.824253075571	-0.701341684435	
5	38649445	44352632	4	0	4	1	0.928571428574	1.0	
5	44352633	44694085	1	0	1	1	0.824253075571	-0.701341684435	
5	44352633	44694085	2	0	2	0.23	0.824253075571	-0.701341684435	
5	44694086	46099999	4	0	4	1	0.928571428574	1.0	
5	46100000	51963737	1	0	1	1	0.837133550489	-0.535331732997	
5	46100000	51963737	2	0	2	0.38	0.837133550489	-0.535331732997	
5	51963738	54982010	4	0	4	1	0.928571428574	1.0	
5	54982011	56763846	3	0	3	1	0.909090909094	0.584962500721	
5	56763847	180915259	3	0	3	1	0.909090909094	0.584962500721	
6	219299	151632088	3	2	1	1	0.401197604791	0.691534164919	
6	219299	151632088	4	2	2	0.23	0.401197604791	0.691534164919	
6	151632089	151748860	6	2	4	1	0.650000000002	1.58496250072	
6	151748861	156834962	3	2	1	1	0.423393739704	0.757023246507	
6	151748861	156834962	4	2	2	0.38	0.423393739704	0.757023246507	
6	156834963	170904958	2	0	2	1	0.875000000005	0.0	
7	15752	66989772	3	2	1	1	0.423393739704	0.757023246507	
7	15752	66989772	4	2	2	0.38	0.423393739704	0.757023246507	
7	66989773	140818621	2	0	2	1	0.875000000005	0.0	
7	140818622	141606937	4	2	2	1	0.500000000002	1.0	
