chromosome	start	end	copy_number	minor_cn	major_cn	ccf	baf	logr	
1	17500	3617221	5	1	4	1	0.721448467965	1.32192809489	
1	3617222	3718469	2	1	1	1	0.499999999999	0.0	
1	3718470	5636731	5	1	4	1	0.721448467965	1.32192809489	
1	5636732	8896203	4	1	3	1	0.673202614381	1.0	
1	8896204	18148760	2	1	1	1	0.576342992715	0.422233000683	
1	8896204	18148760	3	1	2	0.68	0.576342992715	0.422233000683	
1	18148761	28087015	2	1	1	1	0.499999999999	0.0	
1	28087016	37105373	3	1	2	1	0.604743083006	0.584962500721	
1	37105374	37790805	4	1	3	1	0.673202614381	1.0	
1	37790806	43079131	3	1	2	1	0.604743083006	0.584962500721	
1	43079132	44793666	5	1	4	1	0.721448467965	1.32192809489	
1	44793667	58184224	4	1	3	1	0.673202614381	1.0	
1	58184225	102217499	2	1	1	1	0.499999999999	0.0	
1	102217500	102582832	3	2	1	1	0.457735247207	0.827819024617	
1	102217500	102582832	4	2	2	0.55	0.457735247207	0.827819024617	
1	102582833	103137942	4	1	3	1	0.673202614381	1.0	
1	103137943	103665145	2	1	1	1	0.499999999999	0.0	
1	103665146	104889858	3	2	1	1	0.457735247207	0.827819024617	
1	103665146	104889858	4	2	2	0.55	0.457735247207	0.827819024617	
1	104889859	169350027	2	1	1	1	0.499999999999	0.0	
1	169350028	240055967	3	1	2	1	0.604743083006	0.584962500721	
1	240055968	249250620	4	1	3	1	0.673202614381	1.0	
2	9997	37042116	2	1	1	1	0.576342992715	0.422233000683	
2	9997	37042116	3	1	2	0.68	0.576342992715	0.422233000683	
2	37042117	37059865	2	1	1	1	0.499999999999	0.0	
2	37059866	242985695	3	1	2	1	0.604743083006	0.584962500721	
3	61495	46472574	2	1	1	1	0.499999999999	0.0	
3	46472575	53327223	2	1	1	1	0.565995019243	-0.358453970912	
3	46472575	53327223	1	0	1	0.44	0.565995019243	-0.358453970912	
3	53327224	74289677	2	1	1	1	0.499999999999	0.0	
3	74289678	74338078	4	2	2	1	0.500000000002	1.0	
3	74338079	161997113	2	1	1	1	0.499999999999	0.0	
3	161997114	162021559	1	0	1	1	0.680272108841	-1.0	
3	162021560	198022429	2	1	1	1	0.499999999999	0.0	
4	9997	26823004	3	1	2	1	0.604743083006	0.584962500721	
4	26823005	26951454	4	1	3	1	0.673202614381	1.0	
4	26951455	190766326	2	1	1	1	0.552212072362	0.286881147788	
4	26951455	190766326	3	1	2	0.44	0.552212072362	0.286881147788	
5	54895	506599	79	1	78	1	0.976640971735	5.30378074818	
5	506600	596478	56	0	56	1	0.984650555193	4.80735492206	
5	596479	672605	130	0	130	1	0.993270332188	6.02236781303	
5	672606	850202	45	1	44	1	0.973818646229	4.46988597627	
5	672606	850202	44	0	44	0.68	0.973818646229	4.46988597627	
5	850203	1560389	53	1	52	1	0.965552876335	4.72792045456	
5	1560390	1698535	31	1	30	1	0.942429476108	3.95419631039	
5	1698536	2582895	37	1	36	1	0.951338199513	4.20945336563	
5	2582896	2630758	55	1	54	1	0.966766367564	4.78135971352	
5	2630759	2686109	59	1	58	1	0.976020114583	4.87184364851	
5	2630759	2686109	58	0	58	0.44	0.976020114583	4.87184364851	
5	2686110	3679520	47	1	46	1	0.961315280464	4.55458885168	
5	3679521	3748166	61	1	60	1	0.976789519566	4.92029330021	
5	3679521	3748166	60	0	60	0.44	0.976789519566	4.92029330021	
5	3748167	4265273	7	1	6	1	0.784946236558	1.80735492206	
5	4265274	5064674	69	1	68	1	0.973340442548	5.10852445678	
5	5064675	7014107	55	1	54	1	0.966766367564	4.78135971352	
5	7014108	7277481	105	1	104	1	0.982329033398	5.71424551767	
5	7277482	7620957	51	1	50	1	0.964247407937	4.67242534197	
5	7620958	9051818	39	1	38	1	0.953725127256	4.28540221886	
5	9051819	9254330	44	6	38	1	0.84954657873	4.45943161864	
5	9254331	9529331	2	1	1	1	0.499999999999	0.0	
5	9529332	9592544	55	1	54	1	0.966766367564	4.78135971352	
5	9592545	9773207	56	0	56	1	0.984650555193	4.80735492206	
5	9773208	9933043	54	2	52	1	0.948240866034	4.75488750216	
5	9933044	10091360	59	1	58	1	0.968953741074	4.88264304936	
5	10091361	10129145	77	1	76	1	0.976047904191	5.26678654069	
5	10129146	10241046	58	2	56	1	0.951704545454	4.85798099513	
5	10241047	11030369	2	1	1	1	0.499999999999	0.0	
5	11030370	11242814	56	2	54	1	0.950032658392	4.80735492206	
5	11242815	11369434	58	2	56	1	0.951704545454	4.85798099513	
5	11369435	11523479	69	1	68	1	0.973340442548	5.10852445678	
5	11523480	11592347	2	1	1	1	0.499999999999	0.0	
5	11592348	11639280	56	2	54	1	0.950032658392	4.80735492206	
5	11639281	11667155	2	1	1	1	0.499999999999	0.0	
5	11667156	11862499	58	2	56	1	0.951704545454	4.85798099513	
5	11862500	11993008	2	1	1	1	0.499999999999	0.0	
5	11993009	12059875	4	1	3	1	0.673202614381	1.0	
5	12059876	12075120	2	1	1	1	0.499999999999	0.0	
5	12075121	12251245	67	1	66	1	0.97256515775	5.06608919046	
5	12251246	12281477	5	1	4	1	0.771568160151	1.18903382439	
5	12251246	12281477	4	0	4	0.44	0.771568160151	1.18903382439	
5	12281478	13022499	7	1	6	1	0.784946236558	1.80735492206	
5	13022500	13338021	41	3	38	1	0.909131010143	4.35755200462	
5	13338022	13718129	45	3	42	1	0.916901976606	4.49185309633	
5	13718130	14003140	44	4	40	1	0.893239901074	4.45943161864	
5	14003141	14420102	45	3	42	1	0.916901976606	4.49185309633	
5	14420103	14532499	46	2	44	1	0.939573459714	4.52356195606	
5	14532500	14956378	44	0	44	1	0.980626545755	4.45943161864	
5	14956379	16554471	56	0	56	1	0.984650555193	4.80735492206	
5	16554472	16647737	68	0	68	1	0.987290427258	5.08746284125	
5	16647738	18046656	98	0	98	1	0.991111951589	5.61470984412	
5	18046657	18354601	112	0	112	1	0.992205638475	5.80735492206	
5	18354602	18794241	76	0	76	1	0.988597768071	5.24792751344	
5	18794242	18872499	0	0	0	1	0.499999999999	-inf	
5	18872500	19114102	36	0	36	1	0.976523476524	4.16992500144	
5	19114103	23411630	0	0	0	1	0.499999999999	-inf	
5	23411631	23617134	2	0	2	1	0.765000000002	0.0	
5	23617135	23791657	0	0	0	1	0.499999999999	-inf	
5	23791658	23866699	1	0	1	1	0.743225524477	-0.251538766996	
5	23791658	23866699	2	0	2	0.68	0.743225524477	-0.251538766996	
5	23866700	24102193	0	0	0	1	0.499999999999	-inf	
5	24102194	24903200	1	0	1	1	0.724048849224	-0.473931188332	
5	24102194	24903200	2	0	2	0.44	0.724048849224	-0.473931188332	
5	24903201	25469457	4	0	4	1	0.846405228759	1.0	
5	25469458	28576136	3	0	3	1	0.814229249013	0.584962500721	
5	28576137	28601824	80	0	80	1	0.989155514537	5.32192809489	
5	28601825	28740134	90	0	90	1	0.990337171053	5.49185309633	
5	28740135	30652499	3	0	3	1	0.814229249013	0.584962500721	
5	30652500	30912770	14	0	14	1	0.943779904307	2.80735492206	
5	30912771	30975525	36	0	36	1	0.976523476524	4.16992500144	
5	30975526	31373350	14	0	14	1	0.943779904307	2.80735492206	
5	31373351	31507767	34	0	34	1	0.975210970465	4.08746284125	
5	31507768	32560358	36	0	36	1	0.976523476524	4.16992500144	
5	32560359	35689005	3	0	3	1	0.814229249013	0.584962500721	
5	35689006	35742811	1	0	1	1	0.733181947199	-0.3677317845	
5	35689006	35742811	2	0	2	0.55	0.733181947199	-0.3677317845	
5	35742812	40920753	3	0	3	1	0.814229249013	0.584962500721	
5	40920754	43503952	2	1	1	1	0.585308750365	-0.46394709976	
5	40920754	43503952	1	0	1	0.55	0.585308750365	-0.46394709976	
5	43503953	43752053	81	1	80	1	0.97720537953	5.33985000288	
5	43752054	52110048	2	1	1	1	0.565995019243	-0.358453970912	
5	43752054	52110048	1	0	1	0.44	0.565995019243	-0.358453970912	
5	52110049	52193712	82	2	80	1	0.96554054054	5.35755200462	
5	52193713	54831892	2	1	1	1	0.60990485484	-0.599462070416	
5	52193713	54831892	1	0	1	0.68	0.60990485484	-0.599462070416	
5	54831893	141636568	3	1	2	1	0.604743083006	0.584962500721	
5	141636569	180715810	3	1	2	1	0.604743083006	0.584962500721	
6	206528	47356011	3	1	2	1	0.604743083006	0.584962500721	
6	47356012	47561755	4	1	3	1	0.673202614381	1.0	
6	47561756	56401247	3	1	2	1	0.604743083006	0.584962500721	
6	56401248	56438383	3	2	1	1	0.446294151709	0.782408564927	
6	56401248	56438383	4	2	2	0.44	0.446294151709	0.782408564927	
6	56438384	58699999	3	1	2	1	0.604743083006	0.584962500721	
6	58700000	170918264	2	1	1	1	0.499999999999	0.0	
7	42500	17140045	4	2	2	1	0.500000000002	1.0	
7	17140046	18200150	5	2	3	1	0.573816155988	1.32192809489	
7	18200151	47459325	3	2	1	1	0.446294151709	0.782408564927	
7	18200151	47459325	4	2	2	0.44	0.446294151709	0.782408564927	
7	47459326	48094226	2	1	1	1	0.499999999999	0.0	
7	48094227	69633761	4	2	2	1	0.500000000002	1.0	
7	69633762	70300266	2	1	1	1	0.499999999999	0.0	
7	70300267	71831873	2	1	1	1	0.552212072362	0.286881147788	
7	70300267	71831873	3	1	2	0.44	0.552212072362	0.286881147788	
7	71831874	74010976	6	2	4	1	0.628640776698	1.58496250072	
7	74010977	75861672	5	2	3	1	0.573816155988	1.32192809489	
7	75861673	102333812	3	1	2	1	0.705199115045	0.214124805353	
7	75861673	102333812	2	0	2	0.68	0.705199115045	0.214124805353	
7	102333813	102903403	4	2	2	1	0.500000000002	1.0	
7	102903404	104758224	1	0	1	1	0.733181947199	-0.3677317845	
7	102903404	104758224	2	0	2	0.55	0.733181947199	-0.3677317845	
7	104758225	106638778	2	0	2	1	0.765000000002	0.0	
7	106638779	159138662	1	0	1	1	0.724048849224	-0.473931188332	
7	106638779	159138662	2	0	2	0.44	0.724048849224	-0.473931188332	
8	264059	1892896	2	1	1	1	0.499999999999	0.0	
8	1892897	2966851	3	1	2	1	0.604743083006	0.584962500721	
8	2966852	41136177	2	1	1	1	0.499999999999	0.0	
8	41136178	48099999	3	1	2	1	0.604743083006	0.584962500721	
8	48100000	51080371	2	1	1	1	0.534537330106	0.18903382439	
8	48100000	51080371	3	1	2	0.28	0.534537330106	0.18903382439	
8	51080372	146364021	3	1	2	1	0.604743083006	0.584962500721	
9	203568	11873228	1	0	1	1	0.680272108841	-1.0	
9	11873229	15437822	2	1	1	1	0.499999999999	0.0	
9	15437823	22132612	2	1	1	1	0.540073449988	-0.217591435073	
9	15437823	22132612	1	0	1	0.28	0.540073449988	-0.217591435073	
9	22132613	25065625	2	1	1	1	0.499999999999	0.0	
9	25065626	28324859	1	0	1	1	0.680272108841	-1.0	
9	28324860	29580685	2	1	1	1	0.499999999999	0.0	
9	29580686	34480643	1	0	1	1	0.680272108841	-1.0	
9	34480644	36825725	2	1	1	1	0.499999999999	0.0	
9	36825726	44867499	1	0	1	1	0.680272108841	-1.0	
9	44867500	70932499	3	1	2	1	0.705199115045	0.214124805353	
9	44867500	70932499	2	0	2	0.68	0.705199115045	0.214124805353	
9	70932500	141213430	2	1	1	1	0.499999999999	0.0	
10	94426	19103845	2	1	1	1	0.499999999999	0.0	
10	19103846	19642932	3	2	1	1	0.446294151709	0.782408564927	
10	19103846	19642932	4	2	2	0.44	0.446294151709	0.782408564927	
10	19642933	135534746	2	1	1	1	0.499999999999	0.0	
11	202072	135006515	3	1	2	1	0.604743083006	0.584962500721	
12	67500	38199999	2	1	1	1	0.576342992715	0.422233000683	
12	67500	38199999	3	1	2	0.68	0.576342992715	0.422233000683	
12	38200000	44123547	2	0	2	1	0.765000000002	0.0	
12	44123548	44658275	5	2	3	1	0.573816155988	1.32192809489	
12	44658276	45004254	7	2	5	1	0.670967741935	1.80735492206	
12	45004255	45354542	6	3	3	1	0.5	1.58496250072	
12	45354543	53373724	1	0	1	1	0.724048849224	-0.473931188332	
12	45354543	53373724	2	0	2	0.44	0.724048849224	-0.473931188332	
12	53373725	53458730	3	0	3	1	0.814229249013	0.584962500721	
12	53458731	56726962	3	1	2	1	0.666144200629	0.356143810225	
12	53458731	56726962	2	0	2	0.44	0.666144200629	0.356143810225	
12	56726963	57142672	5	2	3	1	0.573816155988	1.32192809489	
12	57142673	57507763	8	2	6	1	0.704633204632	2.0	
12	57507764	57921187	7	2	5	1	0.670967741935	1.80735492206	
12	57921188	58051091	88	2	86	1	0.96784363178	5.45943161864	
12	58051092	58097355	102	2	100	1	0.972181818181	5.67242534197	
