chromosome	start	end	copy_number	minor_cn	major_cn	ccf	baf	logr	
1	17500	142536905	2	1	1	1	0.499999999999	0.0	
1	142536906	249250620	3	1	2	1	0.645390070923	0.584962500721	
2	11320	148606724	2	1	1	1	0.499999999999	0.0	
2	148606725	149150821	2	1	1	1	0.557103064068	-0.192645077942	
2	148606725	149150821	1	0	1	0.25	0.557103064068	-0.192645077942	
2	149150822	242985493	2	1	1	1	0.499999999999	0.0	
3	92845	198022429	2	1	1	1	0.499999999999	0.0	
4	9997	47091288	2	1	1	1	0.499999999999	0.0	
4	47091289	47568769	1	0	1	1	0.847457627117	-1.0	
4	47568770	47718542	2	1	1	1	0.499999999999	0.0	
4	47718543	48199999	1	0	1	1	0.847457627117	-1.0	
4	48200000	191154275	2	1	1	1	0.499999999999	0.0	
5	14676	180685900	2	1	1	1	0.499999999999	0.0	
6	205610	13699176	1	0	1	1	0.847457627117	-1.0	
6	13699177	23096160	2	1	1	1	0.499999999999	0.0	
6	23096161	27191933	2	1	1	1	0.735077918259	-0.713118852212	
6	23096161	27191933	1	0	1	0.78	0.735077918259	-0.713118852212	
6	27191934	170107378	2	1	1	1	0.499999999999	0.0	
6	170107379	170898151	2	1	1	1	0.499999999999	0.0	
6	170898152	170921585	2	1	1	1	0.499999999999	0.0	
7	42500	8036775	2	1	1	1	0.621154720413	0.475084882949	
7	42500	8036775	3	1	2	0.78	0.621154720413	0.475084882949	
7	8036776	77129030	2	1	1	1	0.499999999999	0.0	
7	77129031	77366454	2	1	1	1	0.499999999999	0.0	
7	77366455	159138662	2	1	1	1	0.499999999999	0.0	
8	155687	122443809	2	1	1	1	0.499999999999	0.0	
8	122443810	123263810	2	1	1	1	0.499999999999	0.0	
8	123263811	146364021	2	1	1	1	0.499999999999	0.0	
9	10001	203936	2	1	1	1	0.499999999999	0.0	
9	203937	21785535	1	0	1	1	0.847457627117	-1.0	
9	21785536	21993342	0	0	0	1	0.5	-inf	
9	21993343	33002217	1	0	1	1	0.847457627117	-1.0	
9	33002218	141213430	2	1	1	1	0.499999999999	0.0	
10	95074	135534746	2	1	1	1	0.499999999999	0.0	
11	199673	135006515	2	1	1	1	0.499999999999	0.0	
12	67500	133851894	2	1	1	1	0.499999999999	0.0	
13	16300000	114913025	2	1	1	1	0.499999999999	0.0	
14	19100000	20428591	1	0	1	1	0.901077159818	-0.168122758808	
14	19100000	20428591	2	0	2	0.78	0.901077159818	-0.168122758808	
14	20428592	86059314	1	0	1	1	0.847457627117	-1.0	
14	86059315	95874396	1	0	1	1	0.847457627117	-1.0	
14	95874397	107349539	1	0	1	1	0.847457627117	-1.0	
15	15800000	102403326	2	1	1	1	0.499999999999	0.0	
16	84170	90166109	2	1	1	1	0.499999999999	0.0	
17	2500	22199999	1	0	1	1	0.847457627117	-1.0	
17	22200000	81195209	2	1	1	1	0.499999999999	0.0	
18	12500	10062654	2	1	1	1	0.499999999999	0.0	
18	10062655	10086969	2	1	1	1	0.557103064068	-0.192645077942	
18	10062655	10086969	1	0	1	0.25	0.557103064068	-0.192645077942	
18	10086970	12945876	2	1	1	1	0.499999999999	0.0	
18	12945877	13276385	1	0	1	1	0.847457627117	-1.0	
18	13276386	15399999	2	1	1	1	0.499999999999	0.0	
18	15400000	21849863	35	1	34	1	0.965588437718	4.12928301694	
18	21849864	23202081	2	1	1	1	0.735077918259	-0.713118852212	
18	21849864	23202081	1	0	1	0.78	0.735077918259	-0.713118852212	
18	23202082	24589389	2	1	1	1	0.499999999999	0.0	
18	24589390	24834894	1	0	1	1	0.847457627117	-1.0	
18	24834895	27474796	35	1	34	1	0.965588437718	4.12928301694	
18	27474797	30731747	2	1	1	1	0.557103064068	-0.192645077942	
18	27474797	30731747	1	0	1	0.25	0.557103064068	-0.192645077942	
18	30731748	31142972	2	1	1	1	0.499999999999	0.0	
18	31142973	31586693	3	1	2	1	0.645390070923	0.584962500721	
18	31586694	35169598	2	1	1	1	0.499999999999	0.0	
18	35169599	48381395	1	0	1	1	0.847457627117	-1.0	
18	48381396	48621514	1	0	1	1	0.847457627117	-1.0	
18	48621515	78077247	1	0	1	1	0.847457627117	-1.0	
19	97500	59128982	2	1	1	1	0.499999999999	0.0	
20	62500	689595	2	1	1	1	0.557103064068	-0.192645077942	
20	62500	689595	1	0	1	0.25	0.557103064068	-0.192645077942	
20	689596	708364	2	1	1	1	0.499999999999	0.0	
20	708365	782726	3	1	2	1	0.645390070923	0.584962500721	
20	782727	63025519	2	1	1	1	0.499999999999	0.0	
21	10417500	48129894	2	1	1	1	0.499999999999	0.0	
22	12200000	51304565	2	1	1	1	0.557103064068	-0.192645077942	
22	12200000	51304565	1	0	1	0.25	0.557103064068	-0.192645077942	
