chromosome	start	end	copy_number	minor_cn	major_cn	ccf	baf	logr	
1	10001	249250620	2	1	1	1	0.5	0.0	
2	16909	242942500	2	1	1	1	0.5	0.0	
3	64221	198022429	2	1	1	1	0.5	0.0	
4	10548	190766119	2	1	1	1	0.5	0.0	
5	30380	180711440	2	1	1	1	0.5	0.0	
6	207500	170909505	2	1	1	1	0.5	0.0	
7	117181	158817500	2	1	1	1	0.5	0.0	
8	224137	146364021	2	1	1	1	0.5	0.0	
9	10001	141213430	2	1	1	1	0.5	0.0	
10	97500	135235890	2	1	1	1	0.5	0.0	
11	182500	135006515	2	1	1	1	0.5	0.0	
12	67500	180350	3	0	3	1	0.823529411764	0.584962500721	
12	180351	132420008	2	1	1	1	0.5	0.0	
13	16300000	114162431	2	1	1	1	0.5	0.0	
14	16100000	106362500	2	1	1	1	0.5	0.0	
15	15800000	102531391	2	1	1	1	0.5	0.0	
16	87217	90354752	2	1	1	1	0.5	0.0	
17	2500	78793475	2	1	1	1	0.5	0.0	
18	12500	76112500	2	1	1	1	0.5	0.0	
19	97500	59128982	2	1	1	1	0.5	0.0	
20	62500	63025519	2	1	1	1	0.5	0.0	
21	9411194	48129894	2	1	1	1	0.5	0.0	
22	12200000	22312475	2	1	1	1	0.5	0.0	
22	22312476	22574854	3	1	2	1	0.607843137253	0.584962500721	
22	22574855	49718402	2	1	1	1	0.5	0.0	
