chromosome	start	end	copy_number	minor_cn	major_cn	ccf	baf	logr	
1	752030	249250620	2	1	1	1	0.5	0.0	
2	9997	150769289	2	1	1	1	0.5	0.0	
2	150769290	150837419	2	1	1	1	0.5	0.0	
2	150837420	242985493	2	1	1	1	0.5	0.0	
3	60363	197842892	2	1	1	1	0.5	0.0	
4	17500	190904220	2	1	1	1	0.5	0.0	
5	14676	180717660	2	1	1	1	0.5	0.0	
6	205800	170917760	2	1	1	1	0.5	0.0	
7	15752	159138662	2	1	1	1	0.5	0.0	
8	159436	146364021	2	1	1	1	0.5	0.0	
9	10001	141213430	2	1	1	1	0.5	0.0	
10	95074	135534746	2	1	1	1	0.5	0.0	
11	197337	135006515	2	1	1	1	0.5	0.0	
12	268399	133851894	2	1	1	1	0.5	0.0	
13	16300000	115169877	2	1	1	1	0.5	0.0	
14	19100000	101472615	2	1	1	1	0.5	0.0	
14	101472616	101979004	2	1	1	1	0.5	0.0	
14	101979005	107349539	2	1	1	1	0.5	0.0	
15	15800000	102531391	2	1	1	1	0.5	0.0	
16	85149	90354752	2	1	1	1	0.5	0.0	
17	3604	81195209	2	1	1	1	0.5	0.0	
18	10001	78077247	2	1	1	1	0.5	0.0	
19	97500	59128982	2	1	1	1	0.5	0.0	
20	60000	63025519	2	1	1	1	0.5	0.0	
21	9411194	48129894	2	1	1	1	0.5	0.0	
22	12200000	51304565	2	1	1	1	0.5	0.0	
