chromosome	start	end	copy_number	minor_cn	major_cn	ccf	baf	logr	
1	17500	12258655	2	1	1	1	0.499999999999	0.0	
1	12258656	12897499	1	0	1	1	0.787401574803	-1.0	
1	12897500	13786728	2	0	2	1	0.864999999999	0.0	
1	13786729	249250620	2	1	1	1	0.499999999999	0.0	
2	92957	242942500	2	1	1	1	0.499999999999	0.0	
3	62226	197820865	2	1	1	1	0.499999999999	0.0	
4	17500	52826586	2	1	1	1	0.499999999999	0.0	
4	52826587	53566781	139	1	138	1	0.990197039506	6.11894107272	
4	53566782	54739436	1	0	1	1	0.787401574803	-1.0	
4	54739437	54941019	93	1	92	1	0.985386526379	5.53915881111	
4	54941020	54986681	245	1	244	1	0.994425553261	6.936637939	
4	54986682	55097991	89	1	88	1	0.984735154938	5.47573343097	
4	55097992	55159302	217	1	216	1	0.993708713429	6.76155123244	
4	55159303	55387100	213	1	212	1	0.993590976091	6.73470962023	
4	55387101	55685260	73	1	72	1	0.981422998328	5.18982455888	
4	55685261	55756191	49	1	48	1	0.972459377584	4.61470984412	
4	55756192	55950987	43	1	42	1	0.96868149076	4.4262647547	
4	55950988	56116318	199	1	198	1	0.993141759829	6.63662462054	
4	56116319	56254438	57	1	56	1	0.976275207592	4.83289001416	
4	56254439	56626082	2	1	1	1	0.524906829038	-0.0969617298871	
4	56254439	56626082	1	0	1	0.13	0.524906829038	-0.0969617298871	
4	56626083	56970890	91	1	90	1	0.985067940869	5.5077946402	
4	56970891	57818279	1	0	1	1	0.787401574803	-1.0	
4	57818280	191154275	2	1	1	1	0.499999999999	0.0	
5	17500	65507005	2	1	1	1	0.499999999999	0.0	
5	65507006	66094311	1	0	1	1	0.787401574803	-1.0	
5	66094312	68384976	0	0	0	1	0.499999999999	-inf	
5	68384977	68647269	1	0	1	1	0.787401574803	-1.0	
5	68647270	164976050	2	1	1	1	0.499999999999	0.0	
5	164976051	165070731	2	1	1	1	0.499999999999	0.0	
5	165070732	180712500	2	1	1	1	0.499999999999	0.0	
6	205800	170916135	2	1	1	1	0.499999999999	0.0	
7	42500	128624578	3	1	2	1	0.633699633701	0.584962500721	
7	128624579	128682675	2	1	1	1	0.499999999999	0.0	
7	128682676	159138662	2	1	1	1	0.522650245836	0.0908534304511	
7	128682676	159138662	3	1	2	0.13	0.522650245836	0.0908534304511	
8	155757	146364021	2	1	1	1	0.499999999999	0.0	
9	10001	141213430	2	1	1	1	0.499999999999	0.0	
10	150922	135534746	1	0	1	1	0.787401574803	-1.0	
11	197557	41059417	2	1	1	1	0.499999999999	0.0	
11	41059418	41102151	1	0	1	1	0.787401574803	-1.0	
11	41102152	75150762	2	1	1	1	0.499999999999	0.0	
11	75150763	75328345	2	1	1	1	0.524906829038	-0.0969617298871	
11	75150763	75328345	1	0	1	0.13	0.524906829038	-0.0969617298871	
11	75328346	135006515	2	1	1	1	0.499999999999	0.0	
12	67500	58121595	2	1	1	1	0.499999999999	0.0	
12	58121596	58423358	201	1	200	1	0.993209750802	6.65105169118	
12	58423359	58539370	1	0	1	1	0.787401574803	-1.0	
12	58539371	58585064	157	1	156	1	0.991315675202	6.29462074889	
12	58585065	59551941	1	0	1	1	0.787401574803	-1.0	
12	59551942	59598289	249	1	248	1	0.994514837362	6.96000193207	
12	59598290	59615419	292	2	290	1	0.991904539076	7.18982455888	
12	59615420	59749440	1	0	1	1	0.787401574803	-1.0	
12	59749441	60078608	165	1	164	1	0.991734854116	6.36632221425	
12	60078609	60456504	2	1	1	1	0.619924369229	-0.444183844938	
12	60078609	60456504	1	0	1	0.53	0.619924369229	-0.444183844938	
12	60456505	60516030	167	1	166	1	0.991833401394	6.38370429247	
12	60516031	61364366	2	1	1	1	0.524906829038	-0.0969617298871	
12	60516031	61364366	1	0	1	0.13	0.524906829038	-0.0969617298871	
12	61364367	61405706	157	1	156	1	0.991315675202	6.29462074889	
12	61405707	61494574	1	0	1	1	0.787401574803	-1.0	
12	61494575	61863534	177	1	176	1	0.992292870911	6.46760555008	
12	61863535	63614213	2	1	1	1	0.55466193355	-0.209227962138	
12	61863535	63614213	1	0	1	0.27	0.55466193355	-0.209227962138	
12	63614214	63639567	169	1	168	1	0.991929626347	6.40087943628	
12	63639568	64207252	1	0	1	1	0.787401574803	-1.0	
12	64207253	64487926	179	1	178	1	0.992378629674	6.48381577726	
12	64487927	64582686	203	1	202	1	0.993276406916	6.66533591719	
12	64582687	67867202	2	1	1	1	0.499999999999	0.0	
12	67867203	67962243	199	1	198	1	0.993141759829	6.63662462054	
12	67962244	68742560	2	1	1	1	0.499999999999	0.0	
12	68742561	68773475	201	1	200	1	0.993209750802	6.65105169118	
12	68773476	68795685	331	1	330	1	0.995870669363	7.37068740681	
12	68795686	68919832	349	1	348	1	0.996083192984	7.44708322621	
12	68919833	69121641	1	0	1	1	0.787401574803	-1.0	
12	69121642	69199256	187	1	186	1	0.992703392919	6.54689445989	
12	69199257	69562715	263	1	262	1	0.994806004262	7.03891898929	
12	69562716	70030959	2	1	1	1	0.55466193355	-0.209227962138	
12	69562716	70030959	1	0	1	0.27	0.55466193355	-0.209227962138	
12	70030960	70087293	333	1	332	1	0.995895415177	7.37937836707	
12	70087294	70248382	1	0	1	1	0.787401574803	-1.0	
12	70248383	70323605	189	1	188	1	0.992780304668	6.56224242422	
12	70323606	70399440	327	1	326	1	0.99582027168	7.3531468255	
12	70399441	70902130	1	0	1	1	0.787401574803	-1.0	
12	70902131	71115805	155	1	154	1	0.991204151636	6.27612440527	
12	71115806	133851894	2	1	1	1	0.499999999999	0.0	
13	16300000	115169877	2	1	1	1	0.499999999999	0.0	
14	16100000	106362500	2	1	1	1	0.499999999999	0.0	
15	15800000	34369461	2	1	1	1	0.499999999999	0.0	
15	34369462	34480295	2	1	1	1	0.55466193355	-0.209227962138	
15	34369462	34480295	1	0	1	0.27	0.55466193355	-0.209227962138	
15	34480296	100408982	2	1	1	1	0.499999999999	0.0	
16	84170	90354752	2	1	1	1	0.499999999999	0.0	
17	15222	81195209	2	1	1	1	0.499999999999	0.0	
18	12500	78077247	2	1	1	1	0.499999999999	0.0	
19	97500	59128982	2	1	1	1	0.499999999999	0.0	
20	65900	63025519	2	1	1	1	0.499999999999	0.0	
21	9412500	48129894	2	1	1	1	0.499999999999	0.0	
22	12200000	46349201	2	1	1	1	0.499999999999	0.0	
22	46349202	47079116	2	1	1	1	0.524906829038	-0.0969617298871	
22	46349202	47079116	1	0	1	0.13	0.524906829038	-0.0969617298871	
22	47079117	47269547	2	1	1	1	0.499999999999	0.0	
22	47269548	47416856	1	0	1	1	0.787401574803	-1.0	
22	47416857	51304565	2	1	1	1	0.499999999999	0.0	
