chromosome	start	end	copy_number	minor_cn	major_cn	ccf	baf	logr	
1	10001	249250620	2	1	1	1	0.500000000001	0.0	
2	9997	243043558	3	1	2	1	0.570815450646	0.584962500721	
3	64940	197841682	2	1	1	1	0.547756874094	0.400537929584	
3	64940	197841682	3	1	2	0.64	0.547756874094	0.400537929584	
4	17500	191154275	2	1	1	1	0.500000000001	0.0	
5	11446	180712500	2	1	1	1	0.500000000001	0.0	
6	207500	170897500	2	1	1	1	0.500000000001	0.0	
7	15752	159138662	2	1	1	1	0.547756874094	0.400537929584	
7	15752	159138662	3	1	2	0.64	0.547756874094	0.400537929584	
8	167500	146364021	2	1	1	1	0.500000000001	0.0	
9	10001	141213430	2	1	1	1	0.500000000001	0.0	
10	97500	135372500	2	1	1	1	0.500000000001	0.0	
11	182500	135006515	2	1	1	1	0.500000000001	0.0	
12	67500	133851894	3	1	2	1	0.570815450646	0.584962500721	
13	16300000	115169877	2	1	1	1	0.500000000001	0.0	
14	19100000	20509525	2	1	1	1	0.500000000001	0.0	
14	20509526	107349539	2	1	1	1	0.500000000001	0.0	
15	15800000	102531391	2	1	1	1	0.500000000001	0.0	
16	87500	90161292	3	1	2	1	0.570815450646	0.584962500721	
17	3587	81195209	3	2	1	1	0.476625216432	0.863938450424	
17	3587	81195209	4	2	2	0.64	0.476625216432	0.863938450424	
18	12500	78077247	2	1	1	1	0.500000000001	0.0	
19	97500	59128982	2	1	1	1	0.500000000001	0.0	
20	60000	63025519	2	1	1	1	0.500000000001	0.0	
21	9411194	10899999	2	0	2	1	0.665000000003	0.0	
21	10900000	48129894	1	0	1	1	0.59880239521	-1.0	
22	12200000	51304565	2	1	1	1	0.500000000001	0.0	
