chromosome	start	end	copy_number	minor_cn	major_cn	ccf	baf	logr	
1	1	8223433	1	0	1	1	0.694444444443	-1.0	
1	8223434	128899999	2	1	1	1	0.499999999999	0.0	
1	128900000	144969223	70	0	70	1	0.989021956086	5.12928301694	
1	144969224	146773854	5	1	4	1	0.728260869564	1.32192809489	
1	146773855	150001477	6	1	5	1	0.764150943395	1.58496250072	
1	150001478	192543906	5	1	4	1	0.728260869564	1.32192809489	
1	192543907	194949385	17	1	16	1	0.903846153846	3.08746284125	
1	194949386	196790299	7	1	6	1	0.791666666665	1.80735492206	
1	196790300	198252272	2	1	1	1	0.516253869969	0.0840642647885	
1	196790300	198252272	3	1	2	0.12	0.516253869969	0.0840642647885	
1	198252273	198275736	15	1	14	1	0.89224137931	2.90689059561	
1	198275737	242965694	4	1	3	1	0.679487179485	1.0	
1	242965695	249250620	4	1	3	1	0.679487179485	1.0	
2	9997	243199372	2	1	1	1	0.499999999999	0.0	
3	75842	46081570	3	1	2	1	0.609374999998	0.584962500721	
3	46081571	50428684	1	0	1	1	0.694444444443	-1.0	
3	50428685	53332000	2	1	1	1	0.57698815567	0.405992359676	
3	50428685	53332000	3	1	2	0.65	0.57698815567	0.405992359676	
3	53332001	85339096	1	0	1	1	0.694444444443	-1.0	
3	85339097	85899370	5	1	4	1	0.728260869564	1.32192809489	
3	85899371	85912429	6	1	5	1	0.764150943395	1.58496250072	
3	85912430	86006733	15	1	14	1	0.89224137931	2.90689059561	
3	86006734	86046057	21	1	20	1	0.92088607595	3.39231742278	
3	86046058	86908125	4	1	3	1	0.679487179485	1.0	
3	86908126	197304500	2	1	1	1	0.499999999999	0.0	
4	81303	84307065	1	0	1	1	0.694444444443	-1.0	
4	84307066	87710137	1	0	1	1	0.694444444443	-1.0	
4	87710138	191154275	2	1	1	1	0.563063063062	-0.321928094887	
4	87710138	191154275	1	0	1	0.4	0.563063063062	-0.321928094887	
5	1	1296718	2	1	1	1	0.499999999999	0.0	
5	1296719	180915259	2	1	1	1	0.611246943764	-0.567040592724	
5	1296719	180915259	1	0	1	0.65	0.611246943764	-0.567040592724	
6	1	170913177	2	1	1	1	0.499999999999	0.0	
7	15752	159138662	2	1	1	1	0.499999999999	0.0	
8	156504	41453513	1	0	1	1	0.694444444443	-1.0	
8	41453514	48716593	2	1	1	1	0.499999999999	0.0	
8	48716594	48761886	1	0	1	1	0.756097560978	-0.277533975529	
8	48716594	48761886	2	0	2	0.65	0.756097560978	-0.277533975529	
8	48761887	53054613	2	1	1	1	0.499999999999	0.0	
8	53054614	61149385	1	0	1	1	0.694444444443	-1.0	
8	61149386	128953711	2	1	1	1	0.499999999999	0.0	
8	128953712	129424164	2	1	1	1	0.499999999999	0.0	
8	129424165	146364021	2	1	1	1	0.499999999999	0.0	
9	203937	69952742	2	1	1	1	0.499999999999	0.0	
9	69952743	119416703	2	1	1	1	0.499999999999	0.0	
9	119416704	141213430	2	1	1	1	0.499999999999	0.0	
10	94426	65900834	1	0	1	1	0.694444444443	-1.0	
10	65900835	135534746	1	0	1	1	0.694444444443	-1.0	
11	1	5270056	2	1	1	1	0.499999999999	0.0	
11	5270057	6147237	1	0	1	1	0.694444444443	-1.0	
11	6147238	135006515	2	1	1	1	0.499999999999	0.0	
12	1	133851894	2	1	1	1	0.499999999999	0.0	
13	16300000	23340010	1	0	1	1	0.708067940552	-0.836501267717	
13	16300000	23340010	2	0	2	0.12	0.708067940552	-0.836501267717	
13	23340011	23893265	2	0	2	1	0.779999999997	0.0	
13	23893266	115169877	3	1	2	1	0.625802310652	0.526068811668	
13	23893266	115169877	2	0	2	0.12	0.625802310652	0.526068811668	
15	15800000	102400037	2	1	1	1	0.499999999999	0.0	
16	84870	90354752	2	1	1	1	0.611246943764	-0.567040592724	
16	84870	90354752	1	0	1	0.65	0.611246943764	-0.567040592724	
17	7	14934244	1	0	1	1	0.694444444443	-1.0	
17	14934245	81195209	2	1	1	1	0.499999999999	0.0	
18	241874	15399999	2	1	1	1	0.499999999999	0.0	
18	15400000	18999999	2	1	1	1	0.499999999999	0.0	
18	19000000	78077247	2	1	1	1	0.499999999999	0.0	
19	271072	24380461	1	0	1	1	0.694444444443	-1.0	
19	24380462	28599999	2	1	1	1	0.499999999999	0.0	
19	28600000	59128982	2	1	1	1	0.499999999999	0.0	
20	87112	63025519	2	1	1	1	0.499999999999	0.0	
21	1	14299999	2	1	1	1	0.499999999999	0.0	
21	14300000	48129894	2	1	1	1	0.499999999999	0.0	
22	12200000	51304565	2	1	1	1	0.499999999999	0.0	
