chromosome	start	end	copy_number	minor_cn	major_cn	ccf	baf	logr	
1	851204	249250620	2	0	2	1	0.815000000001	0.0	
2	12371	242942500	2	0	2	1	0.815000000001	0.0	
3	62226	197833758	3	1	2	1	0.683638803842	0.384049806795	
3	62226	197833758	2	0	2	0.39	0.683638803842	0.384049806795	
4	9997	190860910	4	2	2	1	0.5	1.0	
5	17500	180712500	2	1	1	1	0.580589690895	0.384049806795	
5	17500	180712500	3	1	2	0.61	0.580589690895	0.384049806795	
6	206313	383648	3	0	3	1	0.859315589354	0.584962500721	
6	383649	170918264	1	0	1	1	0.770997091045	-0.524915117051	
6	383649	170918264	2	0	2	0.39	0.770997091045	-0.524915117051	
7	42500	159138662	3	1	2	1	0.72583158926	0.257010618206	
7	42500	159138662	2	0	2	0.61	0.72583158926	0.257010618206	
8	167500	146364021	3	1	2	1	0.683638803842	0.384049806795	
8	167500	146364021	2	0	2	0.39	0.683638803842	0.384049806795	
9	10001	141026318	2	0	2	1	0.815000000001	0.0	
10	96595	135534746	2	1	1	1	0.500000000001	0.0	
11	182500	135006515	2	0	2	1	0.815000000001	0.0	
12	67500	133851894	3	1	2	1	0.72583158926	0.257010618206	
12	67500	133851894	2	0	2	0.61	0.72583158926	0.257010618206	
13	16300000	115169877	2	1	1	1	0.500000000001	0.0	
14	19100000	20425050	3	1	2	1	0.619771863118	0.584962500721	
14	20425051	106928402	3	1	2	1	0.619771863118	0.584962500721	
15	15800000	102366849	2	0	2	1	0.815000000001	0.0	
16	90538	90141477	2	0	2	1	0.815000000001	0.0	
17	3587	81195209	3	1	2	1	0.683638803842	0.384049806795	
17	3587	81195209	2	0	2	0.39	0.683638803842	0.384049806795	
18	12500	78077247	4	2	2	1	0.5	1.0	
19	226776	59128982	3	2	1	1	0.459244268984	0.851998837112	
19	226776	59128982	4	2	2	0.61	0.459244268984	0.851998837112	
20	62500	63025519	3	2	1	1	0.459244268984	0.851998837112	
20	62500	63025519	4	2	2	0.61	0.459244268984	0.851998837112	
21	14346320	48129894	3	1	2	1	0.619771863118	0.584962500721	
22	12200000	51304565	3	1	2	1	0.683638803842	0.384049806795	
22	12200000	51304565	2	0	2	0.39	0.683638803842	0.384049806795	
