chromosome	start	end	copy_number	minor_cn	major_cn	ccf	baf	logr	
1	17500	249250620	2	1	1	1	0.499999999999	0.0	
2	9997	242942500	2	1	1	1	0.499999999999	0.0	
3	62425	198022429	2	1	1	1	0.499999999999	0.0	
4	9997	191154275	2	1	1	1	0.499999999999	0.0	
5	17500	180712500	2	1	1	1	0.499999999999	0.0	
6	207500	170909796	2	1	1	1	0.499999999999	0.0	
7	42500	95391532	3	1	2	1	0.640287769786	0.584962500721	
7	95391533	159138662	4	2	2	1	0.5	1.0	
8	163370	146364021	2	1	1	1	0.499999999999	0.0	
9	10001	141213430	2	1	1	1	0.499999999999	0.0	
10	143253	135534746	2	1	1	1	0.499999999999	0.0	
11	182500	134618253	2	1	1	1	0.499999999999	0.0	
12	67500	209353	2	1	1	1	0.499999999999	0.0	
12	209354	133851894	2	1	1	1	0.611981995966	0.454175893186	
12	209354	133851894	3	1	2	0.74	0.611981995966	0.454175893186	
13	16300000	114992515	2	1	1	1	0.499999999999	0.0	
14	16100000	107349539	2	1	1	1	0.499999999999	0.0	
15	15800000	57643366	2	1	1	1	0.499999999999	0.0	
15	57643367	57782499	2	1	1	1	0.499999999999	0.0	
15	57782500	102531391	2	1	1	1	0.499999999999	0.0	
16	90538	38599999	2	1	1	1	0.564535795156	0.250961573533	
16	90538	38599999	3	1	2	0.38	0.564535795156	0.250961573533	
16	38600000	64163152	2	1	1	1	0.499999999999	0.0	
16	64163153	64212346	3	1	2	1	0.640287769786	0.584962500721	
16	64212347	75999809	2	1	1	1	0.499999999999	0.0	
16	75999810	76457043	2	1	1	1	0.499999999999	0.0	
16	76457044	90354752	2	1	1	1	0.499999999999	0.0	
17	1389	14897237	2	0	2	1	0.89	0.0	
17	14897238	14976784	3	1	2	1	0.640287769786	0.584962500721	
17	14976785	21789788	1	0	1	1	0.845375316278	-0.666576266275	
17	14976785	21789788	2	0	2	0.26	0.845375316278	-0.666576266275	
17	21789789	81195209	3	1	2	1	0.640287769786	0.584962500721	
18	12500	15399999	2	1	1	1	0.611981995966	0.454175893186	
18	12500	15399999	3	1	2	0.74	0.611981995966	0.454175893186	
18	15400000	78077247	2	0	2	1	0.89	0.0	
19	97500	59128982	2	1	1	1	0.499999999999	0.0	
20	62500	63025519	2	1	1	1	0.499999999999	0.0	
21	14407500	48129894	2	1	1	1	0.611981995966	0.454175893186	
21	14407500	48129894	3	1	2	0.74	0.611981995966	0.454175893186	
22	12200000	51304565	2	1	1	1	0.499999999999	0.0	
