chromosome	start	end	copy_number	minor_cn	major_cn	ccf	baf	logr	
1	17500	249250620	2	1	1	1	0.5	0.0	
2	18008	242985493	2	1	1	1	0.5	0.0	
3	61466	197846280	2	1	1	1	0.5	0.0	
4	9997	191154275	2	1	1	1	0.5	0.0	
5	17500	180712500	2	1	1	1	0.5	0.0	
6	205933	170897500	2	1	1	1	0.5	0.0	
7	42500	159138662	2	1	1	1	0.5	0.0	
8	167500	146364021	2	1	1	1	0.5	0.0	
9	10001	141213430	2	1	1	1	0.5	0.0	
10	97500	135534746	2	1	1	1	0.5	0.0	
11	182500	135006515	2	1	1	1	0.5	0.0	
12	67500	133851894	2	1	1	1	0.5	0.0	
13	16300000	50255193	2	1	1	1	0.5	0.0	
13	50255194	51776599	2	1	1	1	0.5	0.0	
13	51776600	115169877	2	1	1	1	0.5	0.0	
14	16100000	106239764	2	1	1	1	0.5	0.0	
15	15800000	102531391	2	1	1	1	0.5	0.0	
16	87500	90354752	2	1	1	1	0.5	0.0	
17	3587	81195209	2	1	1	1	0.5	0.0	
18	12500	78077247	2	1	1	1	0.5	0.0	
19	267039	59128982	2	1	1	1	0.5	0.0	
20	74347	63025519	2	1	1	1	0.5	0.0	
21	9412500	48129894	2	1	1	1	0.5	0.0	
22	12200000	23199231	2	1	1	1	0.5	0.0	
22	23199232	23235962	2	1	1	1	0.5	0.0	
22	23235963	51304565	2	1	1	1	0.5	0.0	
