chromosome	start	end	copy_number	minor_cn	major_cn	ccf	baf	logr	
1	10001	249250620	2	1	1	1	0.5	0.0	
2	9997	243199372	2	1	1	1	0.5	0.0	
3	62226	198022429	2	1	1	1	0.5	0.0	
4	9997	79094935	2	1	1	1	0.5	0.0	
4	79094936	79165714	2	1	1	1	0.5	0.0	
4	79165715	191154275	2	1	1	1	0.5	0.0	
5	17500	180915259	2	1	1	1	0.5	0.0	
6	452728	170918856	2	1	1	1	0.5	0.0	
7	15752	159138662	2	1	1	1	0.5	0.0	
8	1	146364021	2	1	1	1	0.5	0.0	
9	10001	141213430	2	1	1	1	0.5	0.0	
10	97500	135534746	2	1	1	1	0.5	0.0	
11	1	135006515	2	1	1	1	0.5	0.0	
12	67500	132342500	2	1	1	1	0.5	0.0	
13	16300000	115169877	2	1	1	1	0.5	0.0	
14	16100000	107349539	2	1	1	1	0.5	0.0	
15	15800000	102531391	2	1	1	1	0.5	0.0	
16	87500	90354752	2	1	1	1	0.5	0.0	
17	828	81195209	2	1	1	1	0.5	0.0	
18	12500	78077247	2	1	1	1	0.5	0.0	
19	97500	59128982	2	1	1	1	0.5	0.0	
20	74545	63025519	2	1	1	1	0.5	0.0	
22	12200000	51304565	2	1	1	1	0.5	0.0	
