chromosome	start	end	copy_number	minor_cn	major_cn	ccf	baf	logr	
1	17500	249250620	2	1	1	1	0.500000000002	0.0	
2	30762	242983849	2	1	1	1	0.500000000002	0.0	
3	62500	86415156	1	0	1	1	0.684931506853	-1.0	
3	86415157	87235156	1	0	1	1	0.747502470087	-0.260151897301	
3	86415157	87235156	2	0	2	0.67	0.747502470087	-0.260151897301	
3	87235157	87547512	1	0	1	1	0.684931506853	-1.0	
3	87547513	87709416	1	0	1	1	0.747502470087	-0.260151897301	
3	87547513	87709416	2	0	2	0.67	0.747502470087	-0.260151897301	
3	87709417	93899999	1	0	1	1	0.684931506853	-1.0	
3	93900000	198022429	1	0	1	1	0.730742214936	-0.454031630895	
3	93900000	198022429	2	0	2	0.46	0.730742214936	-0.454031630895	
4	11870	191154275	2	1	1	1	0.500000000002	0.0	
5	14676	1336041	2	1	1	1	0.500000000002	0.0	
5	1336042	1541561	1	0	1	1	0.684931506853	-1.0	
5	1541562	93675898	2	1	1	1	0.500000000002	0.0	
5	93675899	96447965	3	1	2	1	0.6062992126	0.584962500721	
5	96447966	96471734	2	1	1	1	0.500000000002	0.0	
5	96471735	96499594	2	1	1	1	0.523173755486	0.124328135002	
5	96471735	96499594	3	1	2	0.18	0.523173755486	0.124328135002	
5	96499595	99283644	2	1	1	1	0.500000000002	0.0	
5	99283645	99381100	3	1	2	1	0.6062992126	0.584962500721	
5	99381101	99601955	2	1	1	1	0.500000000002	0.0	
5	99601956	99841907	2	1	1	1	0.555239281265	0.298658315565	
5	99601956	99841907	3	1	2	0.46	0.555239281265	0.298658315565	
5	99841908	101196925	3	1	2	1	0.6062992126	0.584962500721	
5	101196926	180619938	2	1	1	1	0.523173755486	0.124328135002	
5	101196926	180619938	3	1	2	0.18	0.523173755486	0.124328135002	
6	207651	170878886	2	1	1	1	0.500000000002	0.0	
7	42500	159138662	2	1	1	1	0.500000000002	0.0	
8	159251	146364021	2	1	1	1	0.500000000002	0.0	
9	42500	135232	2	0	2	1	0.770000000003	0.0	
9	135233	141213430	2	1	1	1	0.500000000002	0.0	
10	95096	135372500	2	1	1	1	0.500000000002	0.0	
11	197337	135006515	2	1	1	1	0.500000000002	0.0	
12	67500	133851894	2	1	1	1	0.500000000002	0.0	
13	16300000	115169877	2	1	1	1	0.500000000002	0.0	
14	16100000	106461043	2	1	1	1	0.500000000002	0.0	
15	15800000	102531391	2	1	1	1	0.500000000002	0.0	
16	112376	90354752	2	1	1	1	0.500000000002	0.0	
17	1665	81195209	2	1	1	1	0.500000000002	0.0	
18	12500	78077247	2	1	1	1	0.500000000002	0.0	
19	97500	59128982	2	1	1	1	0.500000000002	0.0	
20	145422	62432500	2	1	1	1	0.500000000002	0.0	
21	9412500	46937500	2	1	1	1	0.500000000002	0.0	
22	12200000	49995259	2	1	1	1	0.500000000002	0.0	
