chromosome	start	end	copy_number	minor_cn	major_cn	ccf	baf	logr	
1	17500	249250620	2	1	1	1	0.500000000002	0.0	
2	9997	242985695	2	1	1	1	0.500000000002	0.0	
3	91417	62666126	1	0	1	1	0.806451612907	-1.0	
3	62666127	198022429	2	1	1	1	0.500000000002	0.0	
4	9997	190757058	2	1	1	1	0.500000000002	0.0	
5	17500	180710431	2	1	1	1	0.500000000002	0.0	
6	205920	170921585	2	1	1	1	0.500000000002	0.0	
7	42500	159138662	2	1	1	1	0.500000000002	0.0	
8	156504	43099999	2	1	1	1	0.523889354571	-0.0892673380971	
8	156504	43099999	1	0	1	0.12	0.523889354571	-0.0892673380971	
8	43100000	48099999	2	1	1	1	0.500000000002	0.0	
8	48100000	146364021	2	1	1	1	0.500000000002	0.0	
9	10001	141213430	2	1	1	1	0.500000000002	0.0	
10	94426	75197050	2	0	2	1	0.880000000002	0.0	
10	75197051	135534746	3	1	2	1	0.659472422064	0.526068811668	
10	75197051	135534746	2	0	2	0.12	0.659472422064	0.526068811668	
11	213377	135006515	2	1	1	1	0.500000000002	0.0	
12	67500	133851894	2	1	1	1	0.500000000002	0.0	
13	16300000	115169877	2	1	1	1	0.500000000002	0.0	
14	19100000	106550784	2	1	1	1	0.500000000002	0.0	
15	15800000	102531391	2	1	1	1	0.500000000002	0.0	
16	84450	90354752	2	1	1	1	0.500000000002	0.0	
17	1389	81195209	2	1	1	1	0.500000000002	0.0	
18	12500	78077247	2	1	1	1	0.500000000002	0.0	
19	97500	59128982	2	1	1	1	0.500000000002	0.0	
20	82146	63025519	2	1	1	1	0.500000000002	0.0	
21	1	48129894	2	1	1	1	0.500000000002	0.0	
22	12200000	51304565	2	1	1	1	0.500000000002	0.0	
